Store,StoreType,Year,PlanSales,ActualSales,TradingDays,VarianceAbs,VariancePct
490,a,2014,1220629.21,1195189,147,-25440.21,-2.08
490,a,2015,1231356.45,1257435,147,26078.55,2.12
491,d,2014,1946571.07,2097612,301,151040.93,7.76
491,d,2015,1216421.04,1252633,174,36211.96,2.98
492,a,2014,1046913.83,1096994,138,50080.17,4.78
492,a,2015,1210353.62,1190167,147,-20186.62,-1.67
493,d,2014,2335969.88,2598801,302,262831.12,11.25
493,d,2015,1509200.45,1598755,175,89554.55,5.93
494,b,2014,2825417.72,2810930,365,-14487.72,-0.51
494,b,2015,1650487.45,1651583,212,1095.55,0.07
495,d,2014,1529187.28,1565282,301,36094.72,2.36
495,d,2015,918764.87,953078,174,34313.13,3.73
496,d,2014,2361681.76,2329746,304,-31935.76,-1.35
496,d,2015,1355843.04,1439822,176,83978.96,6.19
497,a,2014,2774596.85,2791072,303,16475.15,0.59
497,a,2015,1639225.31,1596944,175,-42281.31,-2.58
498,a,2014,1049498.21,1034744,147,-14754.21,-1.41
498,a,2015,1065865.45,1050032,147,-15833.45,-1.49
499,c,2014,1453139.74,1570390,301,117250.26,8.07
499,c,2015,898350.91,1023597,174,125246.09,13.94
500,d,2014,671454.41,792374,147,120919.59,18.01
500,d,2015,816175.03,906734,147,90558.97,11.1
501,a,2014,828308.21,755895,147,-72413.21,-8.74
501,a,2015,778691.97,740071,147,-38620.97,-4.96
502,a,2014,3309585.08,3264504,296,-45081.08,-1.36
502,a,2015,2015365.27,1826537,175,-188828.27,-9.37
503,d,2014,1965236.42,2084092,302,118855.58,6.05
503,d,2015,1220912.38,1230804,175,9891.62,0.81
504,c,2014,2062818.15,2011494,304,-51324.15,-2.49
504,c,2015,1193566.82,1219578,176,26011.18,2.18
505,a,2014,1446820.15,1434178,301,-12642.15,-0.87
505,a,2015,858287.47,870232,174,11944.53,1.39
506,a,2014,2378937.41,2309915,302,-69022.41,-2.9
506,a,2015,1396459.85,1290139,175,-106320.85,-7.61
507,a,2014,2578079.9,2571155,302,-6924.9,-0.27
507,a,2015,1485857.01,1517761,175,31903.99,2.15
508,a,2014,1899090.33,2115462,301,216371.67,11.39
508,a,2015,1218256.81,1295652,174,77395.19,6.35
509,a,2014,1916714.29,1869729,303,-46985.29,-2.45
509,a,2015,1101129.04,1056022,175,-45107.04,-4.1
510,a,2014,2557258.88,2479542,302,-77716.88,-3.04
510,a,2015,1461144.96,1427059,175,-34085.96,-2.33
511,a,2014,1726603.57,1743438,304,16834.43,0.98
511,a,2015,1035166.58,1021118,176,-14048.58,-1.36
512,b,2014,904910.05,1005914,181,101003.95,11.16
512,b,2015,1036091.42,1137564,181,101472.58,9.79
513,a,2014,5986559.49,5343928,304,-642631.49,-10.73
513,a,2015,3179273.93,3099159,176,-80114.93,-2.52
514,c,2014,781727.4,853149,147,71421.6,9.14
514,c,2015,879289.87,936740,147,57450.13,6.53
515,d,2014,2746798.97,2773056,302,26257.03,0.96
515,d,2015,1607161.47,1620808,175,13646.53,0.85
516,a,2014,1721658.46,1833889,302,112230.54,6.52
516,a,2015,1051830.48,1077962,175,26131.52,2.48
517,a,2014,1773136.93,1812982,303,39845.07,2.25
517,a,2015,1067411.32,1065951,176,-1460.32,-0.14
518,d,2014,835501.81,886910,147,51408.19,6.15
518,d,2015,914539.06,920397,147,5857.94,0.64
519,c,2014,1667788.84,1596362,304,-71426.84,-4.28
519,c,2015,891066.96,946425,176,55358.04,6.21
520,a,2014,1182451.5,1197258,304,14806.5,1.25
520,a,2015,680470.16,689047,176,8576.84,1.26
521,d,2014,1586534.45,1586363,302,-171.45,-0.01
521,d,2015,928668.21,912304,175,-16364.21,-1.76
522,d,2014,1171906.82,1195956,147,24049.18,2.05
522,d,2015,1233036.11,1288759,147,55722.89,4.52
523,c,2014,5668964.81,4226579,304,-1442385.81,-25.44
523,c,2015,2466643.5,2450790,176,-15853.5,-0.64
524,a,2014,2639117.15,2695590,341,56472.85,2.14
524,a,2015,1527253.1,1539357,199,12103.9,0.79
525,d,2014,3303034.17,3051956,304,-251078.17,-7.6
525,d,2015,1775103.83,1756509,175,-18594.83,-1.05
526,a,2014,3209745.42,3296369,303,86623.58,2.7
526,a,2015,1945269.67,1904001,176,-41268.67,-2.12
527,d,2014,3258627.48,3308797,303,50169.52,1.54
527,d,2015,1927256.29,1917544,175,-9712.29,-0.5
528,a,2014,3298463.17,3249289,302,-49174.17,-1.49
528,a,2015,1900945.03,1892415,175,-8530.03,-0.45
529,d,2014,2353595.13,2429364,304,75768.87,3.22
529,d,2015,1393366.06,1421978,176,28611.94,2.05
530,a,2014,1591490.41,1684021,348,92530.59,5.81
530,a,2015,934270.77,954303,203,20032.23,2.14
531,a,2014,1462154.05,1522637,304,60482.95,4.14
531,a,2015,865625.13,901596,176,35970.87,4.16
532,a,2014,3301037.23,3276938,302,-24099.23,-0.73
532,a,2015,1928410.77,2008858,175,80447.23,4.17
533,a,2014,2766301.55,2895453,301,129151.45,4.67
533,a,2015,1669577.14,1920521,174,250943.86,15.03
534,d,2014,1136882.96,1096032,147,-40850.96,-3.59
534,d,2015,1130255.83,1142167,147,11911.17,1.05
535,a,2014,2470588.88,2476240,302,5651.12,0.23
535,a,2015,1474273.19,1451468,175,-22805.19,-1.55
536,a,2014,2523522.65,2582518,302,58995.35,2.34
536,a,2015,1529454.52,1457415,175,-72039.52,-4.71
537,a,2014,1560897.61,1749255,301,188357.39,12.07
537,a,2015,1031319.09,1069566,174,38246.91,3.71
538,a,2014,1206906.55,1150466,304,-56440.55,-4.68
538,a,2015,689031.77,704018,176,14986.23,2.17
539,a,2014,1724302.86,1643950,147,-80352.86,-4.66
539,a,2015,1693789.3,1679972,147,-13817.3,-0.82
540,d,2014,662643.07,863443,147,200799.93,30.3
540,d,2015,890357.94,1032219,147,141861.06,15.93
541,a,2014,1998115.02,2080458,302,82342.98,4.12
541,a,2015,1192231.81,1219993,175,27761.19,2.33
542,a,2014,933693.61,906601,147,-27092.61,-2.9
542,a,2015,934283.38,929258,147,-5025.38,-0.54
543,c,2014,897318.43,826888,303,-70430.43,-7.85
543,c,2015,493219.71,482720,175,-10499.71,-2.13
544,a,2014,4605179.59,4176818,302,-428361.59,-9.3
544,a,2015,2512914.59,2350552,176,-162362.59,-6.46
545,a,2014,3179337.47,3252880,302,73542.53,2.31
545,a,2015,1921622.42,1950892,175,29269.58,1.52
546,a,2014,4115526.75,4207506,304,91979.25,2.23
546,a,2015,2490306.14,2526663,176,36356.86,1.46
547,d,2014,782919.72,852757,147,69837.28,8.92
547,d,2015,878534.95,890029,147,11494.05,1.31
548,d,2014,1436434.23,1510386,290,73951.77,5.15
548,d,2015,851501.56,933182,175,81680.44,9.59
549,a,2014,1399179.21,1417935,304,18755.79,1.34
549,a,2015,817764.5,864028,176,46263.5,5.66
550,d,2014,1693768.28,1894527,303,200758.72,11.85
550,d,2015,1095316.99,1129475,175,34158.01,3.12
551,a,2014,2008371.26,2007364,304,-1007.26,-0.05
551,a,2015,1174391.43,1186859,176,12467.57,1.06
552,a,2014,2379820.35,2372555,303,-7265.35,-0.31
552,a,2015,1411072.78,1351745,175,-59327.78,-4.2
553,c,2014,2069917.41,2160238,301,90320.59,4.36
553,c,2015,1249798.66,1298064,174,48265.34,3.86
554,c,2014,1224316.57,1417943,304,193626.43,15.82
554,c,2015,799435.82,906698,176,107262.18,13.42
555,d,2014,807267.26,714433,147,-92834.26,-11.5
555,d,2015,735964.13,703560,147,-32404.13,-4.4
556,d,2014,2086514.59,2294939,304,208424.41,9.99
556,d,2015,1332878.88,1302551,175,-30327.88,-2.28
557,a,2014,1390412.11,1324904,302,-65508.11,-4.71
557,a,2015,775364.16,741545,175,-33819.16,-4.36
558,a,2014,1040620.3,973573,304,-67047.3,-6.44
558,a,2015,596407.0,558409,176,-37998.0,-6.37
559,d,2014,1800663.9,1793143,302,-7520.9,-0.42
559,d,2015,1068386.3,1044101,175,-24285.3,-2.27
560,c,2014,4063510.61,4135298,304,71787.39,1.77
560,c,2015,2394241.47,2505066,176,110824.53,4.63
561,d,2014,2172363.07,2071007,302,-101356.07,-4.67
561,d,2015,1220652.83,1209968,175,-10684.83,-0.88
562,b,2014,6733368.53,6576882,365,-156486.53,-2.32
562,b,2015,3908758.33,3813189,212,-95569.33,-2.45
563,a,2014,1742499.88,1730968,301,-11531.88,-0.66
563,a,2015,1016158.35,858360,174,-157798.35,-15.53
564,d,2014,1634477.92,1685141,302,50663.08,3.1
564,d,2015,974804.07,1036777,175,61972.93,6.36
565,a,2014,2002308.83,2030245,302,27936.17,1.4
565,a,2015,1181933.56,1199433,175,17499.44,1.48
566,a,2014,1386826.62,1519511,304,132684.38,9.57
566,a,2015,866375.06,980640,176,114264.94,13.19
567,c,2014,1613935.7,1622435,302,8499.3,0.53
567,c,2015,970927.64,896107,175,-74820.64,-7.71
568,d,2014,1380034.62,1530022,303,149987.38,10.87
568,d,2015,877082.11,941620,175,64537.89,7.36
569,a,2014,1414197.95,1370078,304,-44119.95,-3.12
569,a,2015,813995.26,800656,176,-13339.26,-1.64
570,a,2014,1522028.82,1322100,302,-199928.82,-13.14
570,a,2015,805902.03,736564,175,-69338.03,-8.6
571,d,2014,1085253.92,1135270,147,50016.08,4.61
571,d,2015,1169447.52,1252976,147,83528.48,7.14
572,d,2014,2121023.61,2082293,302,-38730.61,-1.83
572,d,2015,1212359.11,1207767,172,-4592.11,-0.38
573,a,2014,587700.19,584492,147,-3208.19,-0.55
573,a,2015,602476.2,573243,147,-29233.2,-4.85
574,d,2014,2702500.97,2687409,301,-15091.97,-0.56
574,d,2015,1596852.75,1598684,174,1831.25,0.11
575,a,2014,770194.66,812708,147,42513.34,5.52
575,a,2015,838895.48,830893,147,-8002.48,-0.95
576,c,2014,2125769.68,2085490,304,-40279.68,-1.89
576,c,2015,1228170.78,1327530,176,99359.22,8.09
577,a,2014,1578811.95,1505984,304,-72827.95,-4.61
577,a,2015,901487.95,846018,176,-55469.95,-6.15
578,d,2014,2813011.56,2858018,346,45006.44,1.6
578,d,2015,1679175.01,1723226,202,44050.99,2.62
579,c,2014,2608830.85,2560416,302,-48414.85,-1.86
579,c,2015,1529018.71,1372185,175,-156833.71,-10.26
580,a,2014,3372321.38,3065179,304,-307142.38,-9.11
580,a,2015,1742196.98,1659200,176,-82996.98,-4.76
581,a,2014,1675874.99,1614327,302,-61547.99,-3.67
581,a,2015,963235.25,915661,175,-47574.25,-4.94
582,a,2014,2207278.61,2160389,304,-46889.61,-2.12
582,a,2015,1253070.41,1199697,175,-53373.41,-4.26
583,a,2014,1333357.53,1308635,302,-24722.53,-1.85
583,a,2015,771425.79,757947,175,-13478.79,-1.75
584,d,2014,1417677.2,1441683,303,24005.8,1.69
584,d,2015,832130.34,882475,175,50344.66,6.05
585,d,2014,1981461.25,1652861,304,-328600.25,-16.58
585,d,2015,1013413.75,874181,176,-139232.75,-13.74
586,a,2014,4529508.39,4673194,301,143685.61,3.17
586,a,2015,2639048.8,2679967,174,40918.2,1.55
587,d,2014,1290178.18,1419965,147,129786.82,10.06
587,d,2015,1464071.16,1575363,147,111291.84,7.6
588,d,2014,1872402.79,1900723,304,28320.21,1.51
588,d,2015,1080920.97,1108550,176,27629.03,2.56
589,a,2014,1091946.62,1433564,279,341617.38,31.29
589,a,2015,893361.74,920966,175,27604.26,3.09
590,d,2014,1451237.07,1546307,301,95069.93,6.55
590,d,2015,930277.44,916355,174,-13922.44,-1.5
591,a,2014,1767568.44,1703529,301,-64039.44,-3.62
591,a,2015,1008945.19,1007470,174,-1475.19,-0.15
592,a,2014,1392534.13,1335126,302,-57408.13,-4.12
592,a,2015,783547.96,780763,175,-2784.96,-0.36
593,a,2014,2986813.2,2915347,304,-71466.2,-2.39
593,a,2015,1671806.59,1642530,176,-29276.59,-1.75
594,a,2014,1266550.05,1267959,304,1408.95,0.11
594,a,2015,747130.99,761052,176,13921.01,1.86
595,c,2014,4698463.76,4473224,304,-225239.76,-4.79
595,c,2015,2607792.72,2747424,176,139631.28,5.35
596,c,2014,1374042.61,1367882,304,-6160.61,-0.45
596,c,2015,766133.91,832356,176,66222.09,8.64
597,a,2014,1521590.45,1566503,302,44912.55,2.95
597,a,2015,909560.9,916191,175,6630.1,0.73
598,c,2014,932731.22,827658,147,-105073.22,-11.27
598,c,2015,852985.71,865383,147,12397.29,1.45
599,d,2014,3036238.9,2971429,304,-64809.9,-2.13
599,d,2015,1755994.56,1742434,176,-13560.56,-0.77
600,d,2014,2080445.61,2169340,304,88894.39,4.27
600,d,2015,1231684.68,1298269,176,66584.32,5.41
601,d,2014,1495541.35,1491366,303,-4175.35,-0.28
601,d,2015,872024.31,867859,175,-4165.31,-0.48
602,a,2014,1899239.95,1940725,303,41485.05,2.18
602,a,2015,1139538.07,1139020,175,-518.07,-0.05
603,a,2014,2014400.52,2109290,301,94889.48,4.71
603,a,2015,1223757.46,1313430,174,89672.54,7.33
604,d,2014,1208073.78,1191414,147,-16659.78,-1.38
604,d,2015,1227699.48,1088164,147,-139535.48,-11.37
605,d,2014,2058757.39,2172122,301,113364.61,5.51
605,d,2015,1270387.88,1287000,174,16612.12,1.31
606,a,2014,1843481.8,1757927,304,-85554.8,-4.64
606,a,2015,1034046.17,1032661,176,-1385.17,-0.13
607,a,2014,1223649.48,1208139,303,-15510.48,-1.27
607,a,2015,704168.75,657778,176,-46390.75,-6.59
608,a,2014,2785885.09,2870854,302,84968.91,3.05
608,a,2015,1652819.66,1695592,175,42772.34,2.59
609,a,2014,1426913.38,1401444,304,-25469.38,-1.78
609,a,2015,823846.78,850824,176,26977.22,3.27
610,a,2014,1298785.98,1264585,302,-34200.98,-2.63
610,a,2015,748194.57,746745,175,-1449.57,-0.19
611,a,2014,867075.17,824769,147,-42306.17,-4.88
611,a,2015,849018.28,872092,147,23073.72,2.72
612,d,2014,1017381.51,1001807,147,-15574.51,-1.53
612,d,2015,1033233.85,1007295,147,-25938.85,-2.51
613,c,2014,2121763.08,2058613,303,-63150.08,-2.98
613,c,2015,1186940.65,1147955,176,-38985.65,-3.28
614,a,2014,2027307.58,2044854,302,17546.42,0.87
614,a,2015,1172061.78,1130496,176,-41565.78,-3.55
615,d,2014,3090171.68,2941177,303,-148994.68,-4.82
615,d,2015,1725128.77,1649822,175,-75306.77,-4.37
616,a,2014,2666429.22,2547248,302,-119181.22,-4.47
616,a,2015,1521440.86,1480080,175,-41360.86,-2.72
617,a,2014,1928192.54,1938405,302,10212.46,0.53
617,a,2015,1127781.12,1153128,176,25346.88,2.25
618,d,2014,2009949.1,2098110,303,88160.9,4.39
618,d,2015,1220860.93,1288075,175,67214.07,5.51
619,a,2014,620349.68,631282,147,10932.32,1.76
619,a,2015,650657.46,641169,147,-9488.46,-1.46
620,d,2014,1076774.02,1127584,147,50809.98,4.72
620,d,2015,1161912.8,1245082,147,83169.2,7.16
621,a,2014,1796784.14,1798245,302,1460.86,0.08
621,a,2015,1056678.62,1068687,175,12008.38,1.14
622,a,2014,1328891.05,1325956,304,-2935.05,-0.22
622,a,2015,761850.18,770329,176,8478.82,1.11
623,a,2014,2183201.02,2050574,289,-132627.02,-6.07
623,a,2015,1311605.56,1225151,175,-86454.56,-6.59
624,a,2014,2194989.24,2114288,302,-80701.24,-3.68
624,a,2015,1227868.24,1227060,175,-808.24,-0.07
625,a,2014,1926370.85,1911180,302,-15190.85,-0.79
625,a,2015,1123985.28,1129992,175,6006.72,0.53
626,c,2014,2944519.44,2827201,302,-117318.44,-3.98
626,c,2015,1635813.98,1637641,176,1827.02,0.11
627,c,2014,1701484.46,1861707,303,160222.54,9.42
627,c,2015,1096993.88,1168251,175,71257.12,6.5
628,a,2014,1937105.38,1896236,304,-40869.38,-2.11
628,a,2015,1121800.81,1110425,176,-11375.81,-1.01
629,d,2014,1200180.65,1191725,147,-8455.65,-0.7
629,d,2015,1228116.33,915944,147,-312172.33,-25.42
630,a,2014,2144777.16,2173928,302,29150.84,1.36
630,a,2015,1257618.8,1152192,175,-105426.8,-8.38
631,d,2014,1599086.29,1671221,304,72134.71,4.51
631,d,2015,953095.91,1011389,176,58293.09,6.12
632,a,2014,2123983.11,2109948,304,-14035.11,-0.66
632,a,2015,1263263.55,1340494,176,77230.45,6.11
633,d,2014,1054153.19,1068238,147,14084.81,1.34
633,d,2015,1100406.2,1089123,147,-11283.2,-1.03
634,d,2014,2013516.26,2085125,302,71608.74,3.56
634,d,2015,1192696.13,1199880,176,7183.87,0.6
635,a,2014,1802380.65,1814808,302,12427.35,0.69
635,a,2015,1056067.1,1042730,175,-13337.1,-1.26
636,c,2014,867156.09,861363,147,-5793.09,-0.67
636,c,2015,888636.87,927035,147,38398.13,4.32
637,d,2014,1246994.73,1283755,147,36760.27,2.95
637,d,2015,1322976.88,1297693,147,-25283.88,-1.91
638,d,2014,876073.65,886322,147,10248.35,1.17
638,d,2015,913410.59,911720,147,-1690.59,-0.19
639,a,2014,1506383.22,1437954,302,-68429.22,-4.54
639,a,2015,857295.89,790144,175,-67151.89,-7.83
640,d,2014,3474478.56,3515513,302,41034.44,1.18
640,d,2015,2044572.05,2102543,175,57970.95,2.84
641,a,2014,1811155.03,1769603,302,-41552.03,-2.29
641,a,2015,1027399.16,965994,175,-61405.16,-5.98
642,c,2014,1139795.01,1100677,302,-39118.01,-3.43
642,c,2015,646205.6,639936,175,-6269.6,-0.97
643,a,2014,2502437.47,2450862,304,-51575.47,-2.06
643,a,2015,1418414.36,1391511,176,-26903.36,-1.9
644,c,2014,1327717.99,1332413,147,4695.01,0.35
644,c,2015,1173338.82,1259257,125,85918.18,7.32
645,a,2014,3401505.06,3146896,301,-254609.06,-7.49
645,a,2015,1871590.77,1883940,174,12349.23,0.66
646,a,2014,722327.82,736762,147,14434.18,2.0
646,a,2015,759285.24,754904,147,-4381.24,-0.58
647,a,2014,1773663.26,1770082,304,-3581.26,-0.2
647,a,2015,1020552.14,1036912,176,16359.86,1.6
648,d,2014,2018838.39,2037242,304,18403.61,0.91
648,d,2015,1197651.97,1158384,176,-39267.97,-3.28
649,a,2014,1125418.26,1129865,302,4446.74,0.4
649,a,2015,657990.77,649327,175,-8663.77,-1.32
650,a,2014,951567.13,933853,147,-17714.13,-1.86
650,a,2015,962078.23,949488,147,-12590.23,-1.31
651,a,2014,2353556.38,2297801,302,-55755.38,-2.37
651,a,2015,1347079.97,1353450,175,6370.03,0.47
652,a,2014,2005744.51,2032152,303,26407.49,1.32
652,a,2015,1170341.63,1214409,176,44067.37,3.77
653,d,2014,1817585.45,1805655,302,-11930.45,-0.66
653,d,2015,1064304.47,1041178,175,-23126.47,-2.17
654,c,2014,1930182.52,1990329,302,60146.48,3.12
654,c,2015,1163847.83,1188693,176,24845.17,2.13
655,d,2014,2150934.91,2629658,302,478723.09,22.26
655,d,2015,1536243.82,1542480,175,6236.18,0.41
656,d,2014,971549.47,1006122,303,34572.53,3.56
656,d,2015,593196.78,586301,175,-6895.78,-1.16
657,c,2014,1712469.17,1922649,301,210179.83,12.27
657,c,2015,1118727.83,1115703,174,-3024.83,-0.27
658,d,2014,1952289.48,1824886,302,-127403.48,-6.53
658,d,2015,1069930.64,1003709,175,-66221.64,-6.19
659,d,2014,1791419.15,1712819,303,-78600.15,-4.39
659,d,2015,1008663.44,958988,175,-49675.44,-4.92
660,a,2014,653724.62,657136,147,3411.38,0.52
660,a,2015,677115.49,729708,147,52592.51,7.77
661,d,2014,2046500.08,2147750,290,101249.92,4.95
661,d,2015,1357523.43,1280670,175,-76853.43,-5.66
662,d,2014,2684271.66,2521222,304,-163049.66,-6.07
662,d,2015,1467380.9,1492618,176,25237.1,1.72
663,a,2014,1223650.34,1587519,301,363868.66,29.74
663,a,2015,914610.66,1034973,174,120362.34,13.16
664,d,2014,1445523.6,1523414,302,77890.4,5.39
664,d,2015,887512.68,929598,175,42085.32,4.74
665,a,2014,2621360.6,2469613,303,-151747.6,-5.79
665,a,2015,1475528.33,1414852,175,-60676.33,-4.11
666,c,2014,2085366.76,2141988,301,56621.24,2.72
666,c,2015,1261892.39,1284085,174,22192.61,1.76
667,d,2014,2700379.49,2712548,304,12168.51,0.45
667,d,2015,1604474.61,1548044,175,-56430.61,-3.52
668,c,2014,2744685.26,2725612,304,-19073.26,-0.69
668,c,2015,1599395.24,1622868,176,23472.76,1.47
669,d,2014,621372.81,656701,147,35328.19,5.69
669,d,2015,677649.34,700896,147,23246.66,3.43
670,a,2014,955112.27,963150,147,8037.73,0.84
670,a,2015,992943.49,987971,147,-4972.49,-0.5
671,a,2014,814146.0,840040,147,25894.0,3.18
671,a,2015,866088.8,1005301,147,139212.2,16.07
672,c,2014,2823124.58,2691629,302,-131495.58,-4.66
672,c,2015,1527405.15,1465973,176,-61432.15,-4.02
673,d,2014,1971896.98,2239059,301,267162.02,13.55
673,d,2015,1289686.86,1381891,174,92204.14,7.15
674,a,2014,2463932.95,2499891,302,35958.05,1.46
674,a,2015,1212004.87,1224751,141,12746.13,1.05
675,a,2014,1472499.47,1241626,303,-230873.47,-15.68
675,a,2015,741048.33,672429,175,-68619.33,-9.26
676,b,2014,2374241.38,2952563,365,578321.62,24.36
676,b,2015,1719128.71,1945662,212,226533.29,13.18
677,d,2014,1208205.49,1226348,147,18142.51,1.5
677,d,2015,1263524.3,1040498,147,-223026.3,-17.65
678,c,2014,2190442.79,2216189,302,25746.21,1.18
678,c,2015,1296146.58,1347444,175,51297.42,3.96
679,a,2014,3061879.23,3057299,304,-4580.23,-0.15
679,a,2015,1784846.5,1769530,176,-15316.5,-0.86
680,c,2014,1629556.58,1584469,304,-45087.58,-2.77
680,c,2015,908822.33,917273,176,8450.67,0.93
681,a,2014,1054982.4,1107521,302,52538.6,4.98
681,a,2015,652992.07,656816,175,3823.93,0.59
682,b,2014,4194307.29,4033382,365,-160925.29,-3.84
682,b,2015,2394533.7,2451854,212,57320.3,2.39
683,a,2014,3078117.43,2695051,304,-383066.43,-12.44
683,a,2015,1627448.88,1491392,176,-136056.88,-8.36
684,d,2014,1008404.77,1134904,147,126499.23,12.54
684,d,2015,1169310.17,1305146,147,135835.83,11.62
685,a,2014,2468233.53,1756125,302,-712108.53,-28.85
685,a,2015,1044267.1,1014729,175,-29538.1,-2.83
686,a,2014,1934250.68,1902267,302,-31983.68,-1.65
686,a,2015,1107020.35,1098049,176,-8971.35,-0.81
687,d,2014,2404989.7,2576909,302,171919.3,7.15
687,d,2015,1493525.02,1614145,175,120619.98,8.08
688,a,2014,1126188.6,1102519,302,-23669.6,-2.1
688,a,2015,638250.17,623164,175,-15086.17,-2.36
689,d,2014,2260428.13,2146969,303,-113459.13,-5.02
689,d,2015,1300977.84,1165516,175,-135461.84,-10.41
690,a,2014,1726098.92,1688334,302,-37764.92,-2.19
690,a,2015,988717.08,992351,175,3633.92,0.37
691,d,2014,2636011.41,2516904,302,-119107.41,-4.52
691,d,2015,1490089.93,1449452,175,-40637.93,-2.73
692,a,2014,2085348.95,1967137,302,-118211.95,-5.67
692,a,2015,1177136.44,1144393,175,-32743.44,-2.78
693,d,2014,2024006.1,2025117,303,1110.9,0.05
693,d,2015,1213888.38,1174698,175,-39190.38,-3.23
694,a,2014,1185207.53,1154381,147,-30826.53,-2.6
694,a,2015,1189411.37,1243000,147,53588.63,4.51
695,a,2014,1646204.84,1608723,302,-37481.84,-2.28
695,a,2015,934087.63,997168,175,63080.37,6.75
696,a,2014,2303318.45,2402513,304,99194.55,4.31
696,a,2015,1368903.27,1518115,176,149211.73,10.9
697,d,2014,3170846.73,3264865,302,94018.27,2.97
697,d,2015,1910666.74,1962430,175,51763.26,2.71
698,a,2014,4605196.64,4801228,304,196031.36,4.26
698,a,2015,2901406.18,2932229,176,30822.82,1.06
699,a,2014,2659311.45,2463997,303,-195314.45,-7.34
699,a,2015,1356578.31,1331254,159,-25324.31,-1.87
700,a,2014,1244913.69,1362767,303,117853.31,9.47
700,a,2015,801354.1,800361,175,-993.1,-0.12
701,d,2014,853828.65,874000,147,20171.35,2.36
701,d,2015,901461.81,884478,147,-16983.81,-1.88
702,a,2014,668670.97,612431,147,-56239.97,-8.41
702,a,2015,631127.68,636258,147,5130.32,0.81
703,a,2014,1023312.26,985276,302,-38036.26,-3.72
703,a,2015,584607.1,586405,175,1797.9,0.31
704,d,2014,3084680.59,3235145,304,150464.41,4.88
704,d,2015,1847412.39,1912435,175,65022.61,3.52
705,a,2014,2424333.5,2424904,302,570.5,0.02
705,a,2015,1434951.12,1432448,175,-2503.12,-0.17
706,d,2014,836421.98,855238,147,18816.02,2.25
706,d,2015,881157.72,853591,147,-27566.72,-3.13
707,a,2014,2497895.57,2542644,302,44748.43,1.79
707,a,2015,1489628.93,1517878,175,28249.07,1.9
708,c,2014,808810.53,1141691,223,332880.47,41.16
708,c,2015,738923.89,1004397,176,265473.11,35.93
709,a,2014,2994927.45,3060458,304,65530.55,2.19
709,a,2015,1823700.41,1785618,176,-38082.41,-2.09
710,d,2014,635790.69,681712,147,45921.31,7.22
710,d,2015,702880.39,722499,147,19618.61,2.79
711,d,2014,1012274.4,1064302,147,52027.6,5.14
711,d,2015,1097813.61,1027631,147,-70182.61,-6.39
712,a,2014,962768.97,966743,147,3974.03,0.41
712,a,2015,996827.99,886351,147,-110476.99,-11.08
713,a,2014,3602427.98,3208017,302,-394410.98,-10.95
713,a,2015,1892183.2,1649076,175,-243107.2,-12.85
714,d,2014,1224502.02,1426938,301,202435.98,16.53
714,d,2015,801619.61,922567,174,120947.39,15.09
715,a,2014,2073578.44,1942056,302,-131522.44,-6.34
715,a,2015,1139021.16,1103276,175,-35745.16,-3.14
716,d,2014,848934.16,830733,147,-18201.16,-2.14
716,d,2015,856331.1,854165,147,-2166.1,-0.25
717,d,2014,1653275.91,1728595,302,75319.09,4.56
717,d,2015,995980.64,995939,175,-41.64,-0.0
718,a,2014,2467334.42,2422624,303,-44710.42,-1.81
718,a,2015,1426846.13,1364853,175,-61993.13,-4.34
719,c,2014,775271.42,812313,147,37041.58,4.78
719,c,2015,837160.04,755035,147,-82125.04,-9.81
720,a,2014,2248142.65,2173668,304,-74474.65,-3.31
720,a,2015,1262883.04,1264242,176,1358.96,0.11
721,a,2014,2371987.7,2337255,304,-34732.7,-1.46
721,a,2015,1334911.36,1378016,176,43104.64,3.23
722,a,2014,3114620.74,3023198,304,-91422.74,-2.94
722,a,2015,1751329.84,1668377,176,-82952.84,-4.74
723,d,2014,1933141.17,2209821,303,276679.83,14.31
723,d,2015,1269301.46,1408200,175,138898.54,10.94
724,d,2014,2027382.66,2106598,302,79215.34,3.91
724,d,2015,1211498.26,1236739,175,25240.74,2.08
725,d,2014,1796120.64,1748886,304,-47234.64,-2.63
725,d,2015,997134.12,1014830,176,17695.88,1.77
726,a,2014,3394673.11,3361293,302,-33380.11,-0.98
726,a,2015,1945690.69,1968491,176,22800.31,1.17
727,a,2014,1383803.85,1381063,303,-2740.85,-0.2
727,a,2015,814873.18,814747,175,-126.18,-0.02
728,d,2014,1580838.62,1592013,301,11174.38,0.71
728,d,2015,930549.98,946860,174,16310.02,1.75
729,c,2014,3138940.7,3232423,302,93482.3,2.98
729,c,2015,1896665.9,1943785,175,47119.1,2.48
730,c,2014,2814310.14,2285667,304,-528643.14,-18.78
730,c,2015,1329462.64,1300216,176,-29246.64,-2.2
731,a,2014,2898302.49,2770312,301,-127990.49,-4.42
731,a,2015,1648107.28,1597634,174,-50473.28,-3.06
732,a,2014,1985046.49,2043027,341,57980.51,2.92
732,a,2015,1195464.08,1157064,199,-38400.08,-3.21
733,b,2014,5461251.58,5534903,365,73651.42,1.35
733,b,2015,3253616.53,3230069,212,-23547.53,-0.72
734,a,2014,1962342.77,1778991,302,-183351.77,-9.34
