Store,StoreType,Revenue,VariableCost,FixedCost,ContributionMargin,OperatingProfit,TradingDays,TotalCost,CMRatioPct,OperatingMarginPct
614,a,3175350,2540280.0,430200.0,635070.0,204870.0,478,2970480.0,20.0,6.45
615,d,4590999,3718709.19,430200.0,872289.81,442089.81,478,4148909.19,19.0,9.63
616,a,4027328,3221862.4,429300.0,805465.6,376165.6,477,3651162.4,20.0,9.34
617,a,3091533,2473226.4,430200.0,618306.6,188106.6,478,2903426.4,20.0,6.08
618,d,3386185,2742809.85,430200.0,643375.15,213175.15,478,3173009.85,19.0,6.3
619,a,1272451,1017960.8,264600.0,254490.2,-10109.8,294,1282560.8,20.0,-0.79
620,d,2372666,1921859.46,264600.0,450806.54,186206.54,294,2186459.46,19.0,7.85
621,a,2866932,2293545.6,429300.0,573386.4,144086.4,477,2722845.6,20.0,5.03
622,a,2096285,1677028.0,432000.0,419257.0,-12743.0,480,2109028.0,20.0,-0.61
623,a,3275725,2620580.0,417600.0,655145.0,237545.0,464,3038180.0,20.0,7.25
624,a,3341348,2673078.4,429300.0,668269.6,238969.6,477,3102378.4,20.0,7.15
625,a,3041172,2432937.6,429300.0,608234.4,178934.4,477,2862237.6,20.0,5.88
626,c,4464842,3527225.18,430200.0,937616.82,507416.82,478,3957425.18,21.0,11.36
627,c,3029958,2393666.82,430200.0,636291.18,206091.18,478,2823866.82,21.0,6.8
628,a,3006661,2405328.8,432000.0,601332.2,169332.2,480,2837328.8,20.0,5.63
629,d,2107669,1707211.89,264600.0,400457.11,135857.11,294,1971811.89,19.0,6.45
630,a,3326120,2660896.0,429300.0,665224.0,235924.0,477,3090196.0,20.0,7.09
631,d,2682610,2172914.1,432000.0,509695.9,77695.9,480,2604914.1,19.0,2.9
632,a,3450442,2760353.6,432000.0,690088.4,258088.4,480,3192353.6,20.0,7.48
633,d,2157361,1747462.41,264600.0,409898.59,145298.59,294,2012062.41,19.0,6.74
634,d,3285005,2660854.05,430200.0,624150.95,193950.95,478,3091054.05,19.0,5.9
635,a,2857538,2286030.4,429300.0,571507.6,142207.6,477,2715330.4,20.0,4.98
636,c,1788398,1412834.42,264600.0,375563.58,110963.58,294,1677434.42,21.0,6.2
637,d,2581448,2090972.88,264600.0,490475.12,225875.12,294,2355572.88,19.0,8.75
638,d,1798042,1456414.02,264600.0,341627.98,77027.98,294,1721014.02,19.0,4.28
639,a,2228098,1782478.4,429300.0,445619.6,16319.6,477,2211778.4,20.0,0.73
640,d,5618056,4550625.36,429300.0,1067430.64,638130.64,477,4979925.36,19.0,11.36
641,a,2735597,2188477.6,429300.0,547119.4,117819.4,477,2617777.6,20.0,4.31
642,c,1740613,1375084.27,429300.0,365528.73,-63771.27,477,1804384.27,21.0,-3.66
643,a,3842373,3073898.4,432000.0,768474.6,336474.6,480,3505898.4,20.0,8.76
644,c,2591670,2047419.3,244800.0,544250.7,299450.7,272,2292219.3,21.0,11.55
645,a,5030836,4024668.8,427500.0,1006167.2,578667.2,475,4452168.8,20.0,11.5
646,a,1491666,1193332.8,264600.0,298333.2,33733.2,294,1457932.8,20.0,2.26
647,a,2806994,2245595.2,432000.0,561398.8,129398.8,480,2677595.2,20.0,4.61
648,d,3195626,2588457.06,432000.0,607168.94,175168.94,480,3020457.06,19.0,5.48
649,a,1779192,1423353.6,429300.0,355838.4,-73461.6,477,1852653.6,20.0,-4.13
650,a,1883341,1506672.8,264600.0,376668.2,112068.2,294,1771272.8,20.0,5.95
651,a,3651251,2921000.8,429300.0,730250.2,300950.2,477,3350300.8,20.0,8.24
652,a,3246561,2597248.8,431100.0,649312.2,218212.2,479,3028348.8,20.0,6.72
653,d,2846833,2305934.73,429300.0,540898.27,111598.27,477,2735234.73,19.0,3.92
654,c,3179022,2511427.38,430200.0,667594.62,237394.62,478,2941627.38,21.0,7.47
655,d,4172138,3379431.78,429300.0,792706.22,363406.22,477,3808731.78,19.0,8.71
656,d,1592423,1289862.63,430200.0,302560.37,-127639.63,478,1720062.63,19.0,-8.02
657,c,3038352,2400298.08,427500.0,638053.92,210553.92,475,2827798.08,21.0,6.93
658,d,2828595,2291161.95,429300.0,537433.05,108133.05,477,2720461.95,19.0,3.82
659,d,2671807,2164163.67,430200.0,507643.33,77443.33,478,2594363.67,19.0,2.9
660,a,1386844,1109475.2,264600.0,277368.8,12768.8,294,1374075.2,20.0,0.92
661,d,3428420,2777020.2,418500.0,651399.8,232899.8,465,3195520.2,19.0,6.79
662,d,4013840,3251210.4,432000.0,762629.6,330629.6,480,3683210.4,19.0,8.24
663,a,2622492,2097993.6,427500.0,524498.4,96998.4,475,2525493.6,20.0,3.7
664,d,2453012,1986939.72,429300.0,466072.28,36772.28,477,2416239.72,19.0,1.5
665,a,3884465,3107572.0,430200.0,776893.0,346693.0,478,3537772.0,20.0,8.93
666,c,3426073,2706597.67,427500.0,719475.33,291975.33,475,3134097.67,21.0,8.52
667,d,4260592,3451079.52,431100.0,809512.48,378412.48,479,3882179.52,19.0,8.88
668,c,4348480,3435299.2,432000.0,913180.8,481180.8,480,3867299.2,21.0,11.07
669,d,1357597,1099653.57,264600.0,257943.43,-6656.57,294,1364253.57,19.0,-0.49
670,a,1951121,1560896.8,264600.0,390224.2,125624.2,294,1825496.8,20.0,6.44
671,a,1845341,1476272.8,264600.0,369068.2,104468.2,294,1740872.8,20.0,5.66
672,c,4157602,3284505.58,430200.0,873096.42,442896.42,478,3714705.58,21.0,10.65
673,d,3620950,2932969.5,427500.0,687980.5,260480.5,475,3360469.5,19.0,7.19
674,a,3724642,2979713.6,398700.0,744928.4,346228.4,443,3378413.6,20.0,9.3
675,a,1914055,1531244.0,430200.0,382811.0,-47389.0,478,1961444.0,20.0,-2.48
676,b,4898225,4065526.75,519300.0,832698.25,313398.25,577,4584826.75,17.0,6.4
677,d,2266846,1836145.26,264600.0,430700.74,166100.74,294,2100745.26,19.0,7.33
678,c,3563633,2815270.07,429300.0,748362.93,319062.93,477,3244570.07,21.0,8.95
679,a,4826829,3861463.2,432000.0,965365.8,533365.8,480,4293463.2,20.0,11.05
680,c,2501742,1976376.18,432000.0,525365.82,93365.82,480,2408376.18,21.0,3.73
681,a,1764337,1411469.6,429300.0,352867.4,-76432.6,477,1840769.6,20.0,-4.33
682,b,6485236,5382745.88,519300.0,1102490.12,583190.12,577,5902045.88,17.0,8.99
683,a,4186443,3349154.4,432000.0,837288.6,405288.6,480,3781154.4,20.0,9.68
684,d,2440050,1976440.5,264600.0,463609.5,199009.5,294,2241040.5,19.0,8.16
685,a,2770854,2216683.2,429300.0,554170.8,124870.8,477,2645983.2,20.0,4.51
686,a,3000316,2400252.8,430200.0,600063.2,169863.2,478,2830452.8,20.0,5.66
687,d,4191054,3394753.74,429300.0,796300.26,367000.26,477,3824053.74,19.0,8.76
688,a,1725683,1380546.4,429300.0,345136.6,-84163.4,477,1809846.4,20.0,-4.88
689,d,3312485,2683112.85,430200.0,629372.15,199172.15,478,3113312.85,19.0,6.01
690,a,2680685,2144548.0,429300.0,536137.0,106837.0,477,2573848.0,20.0,3.99
691,d,3966356,3212748.36,429300.0,753607.64,324307.64,477,3642048.36,19.0,8.18
692,a,3111530,2489224.0,429300.0,622306.0,193006.0,477,2918524.0,20.0,6.2
693,d,3199815,2591850.15,430200.0,607964.85,177764.85,478,3022050.15,19.0,5.56
694,a,2397381,1917904.8,264600.0,479476.2,214876.2,294,2182504.8,20.0,8.96
695,a,2605891,2084712.8,429300.0,521178.2,91878.2,477,2514012.8,20.0,3.53
696,a,3920628,3136502.4,432000.0,784125.6,352125.6,480,3568502.4,20.0,8.98
697,d,5227295,4234108.95,429300.0,993186.05,563886.05,477,4663408.95,19.0,10.79
698,a,7733457,6186765.6,432000.0,1546691.4,1114691.4,480,6618765.6,20.0,14.41
699,a,3795251,3036200.8,415800.0,759050.2,343250.2,462,3452000.8,20.0,9.04
700,a,2163128,1730502.4,430200.0,432625.6,2425.6,478,2160702.4,20.0,0.11
701,d,1758478,1424367.18,264600.0,334110.82,69510.82,294,1688967.18,19.0,3.95
702,a,1248689,998951.2,264600.0,249737.8,-14862.2,294,1263551.2,20.0,-1.19
703,a,1571681,1257344.8,429300.0,314336.2,-114963.8,477,1686644.8,20.0,-7.31
704,d,5147580,4169539.8,431100.0,978040.2,546940.2,479,4600639.8,19.0,10.63
705,a,3857352,3085881.6,429300.0,771470.4,342170.4,477,3515181.6,20.0,8.87
706,d,1708829,1384151.49,264600.0,324677.51,60077.51,294,1648751.49,19.0,3.52
707,a,4060522,3248417.6,429300.0,812104.4,382804.4,477,3677717.6,20.0,9.43
708,c,2146088,1695409.52,359100.0,450678.48,91578.48,399,2054509.52,21.0,4.27
709,a,4846076,3876860.8,432000.0,969215.2,537215.2,480,4308860.8,20.0,11.09
710,d,1404211,1137410.91,264600.0,266800.09,2200.09,294,1402010.91,19.0,0.16
711,d,2091933,1694465.73,264600.0,397467.27,132867.27,294,1959065.73,19.0,6.35
712,a,1853094,1482475.2,264600.0,370618.8,106018.8,294,1747075.2,20.0,5.72
713,a,4857093,3885674.4,429300.0,971418.6,542118.6,477,4314974.4,20.0,11.16
714,d,2349505,1903099.05,427500.0,446405.95,18905.95,475,2330599.05,19.0,0.8
715,a,3045332,2436265.6,429300.0,609066.4,179766.4,477,2865565.6,20.0,5.9
716,d,1684898,1364767.38,264600.0,320130.62,55530.62,294,1629367.38,19.0,3.3
717,d,2724534,2206872.54,429300.0,517661.46,88361.46,477,2636172.54,19.0,3.24
718,a,3787477,3029981.6,430200.0,757495.4,327295.4,478,3460181.6,20.0,8.64
719,c,1567348,1238204.92,264600.0,329143.08,64543.08,294,1502804.92,21.0,4.12
720,a,3437910,2750328.0,432000.0,687582.0,255582.0,480,3182328.0,20.0,7.43
721,a,3715271,2972216.8,432000.0,743054.2,311054.2,480,3404216.8,20.0,8.37
722,a,4691575,3753260.0,432000.0,938315.0,506315.0,480,4185260.0,20.0,10.79
723,d,3618021,2930597.01,430200.0,687423.99,257223.99,478,3360797.01,19.0,7.11
724,d,3343337,2708102.97,429300.0,635234.03,205934.03,477,3137402.97,19.0,6.16
725,d,2763716,2238609.96,432000.0,525106.04,93106.04,480,2670609.96,19.0,3.37
726,a,5329784,4263827.2,430200.0,1065956.8,635756.8,478,4694027.2,20.0,11.93
727,a,2195810,1756648.0,430200.0,439162.0,8962.0,478,2186848.0,20.0,0.41
728,d,2538873,2056487.13,427500.0,482385.87,54885.87,475,2483987.13,19.0,2.16
729,c,5176208,4089204.32,429300.0,1087003.68,657703.68,477,4518504.32,21.0,12.71
730,c,3585883,2832847.57,432000.0,753035.43,321035.43,480,3264847.57,21.0,8.95
731,a,4367946,3494356.8,427500.0,873589.2,446089.2,475,3921856.8,20.0,10.21
732,a,3200091,2560072.8,486000.0,640018.2,154018.2,540,3046072.8,20.0,4.81
733,b,8764972,7274926.76,519300.0,1490045.24,970745.24,577,7794226.76,17.0,11.08
734,a,2758511,2206808.8,429300.0,551702.2,122402.2,477,2636108.8,20.0,4.44
735,d,2668623,2161584.63,429300.0,507038.37,77738.37,477,2590884.63,19.0,2.91
736,c,1568162,1238847.98,264600.0,329314.02,64714.02,294,1503447.98,21.0,4.13
737,a,2971374,2377099.2,429300.0,594274.8,164974.8,477,2806399.2,20.0,5.55
738,d,4138373,3352082.13,429300.0,786290.87,356990.87,477,3781382.13,19.0,8.63
739,d,2977742,2411971.02,264600.0,565770.98,301170.98,294,2676571.02,19.0,10.11
740,d,3437886,2784687.66,430200.0,653198.34,222998.34,478,3214887.66,19.0,6.49
741,d,3855336,3122822.16,432000.0,732513.84,300513.84,480,3554822.16,19.0,7.79
742,d,3922081,3176885.61,429300.0,745195.39,315895.39,477,3606185.61,19.0,8.05
743,a,1862849,1490279.2,430200.0,372569.8,-57630.2,478,1920479.2,20.0,-3.09
744,a,2184803,1747842.4,264600.0,436960.6,172360.6,294,2012442.4,20.0,7.89
745,a,3598894,2879115.2,430200.0,719778.8,289578.8,478,3309315.2,20.0,8.05
746,d,3095688,2507507.28,430200.0,588180.72,157980.72,478,2937707.28,19.0,5.1
747,c,3890876,3073792.04,429300.0,817083.96,387783.96,477,3503092.04,21.0,9.97
748,d,2780870,2252504.7,429300.0,528365.3,99065.3,477,2681804.7,19.0,3.56
749,a,2414665,1931732.0,429300.0,482933.0,53633.0,477,2361032.0,20.0,2.22
750,d,1528526,1238106.06,264600.0,290419.94,25819.94,294,1502706.06,19.0,1.69
751,a,1981456,1585164.8,429300.0,396291.2,-33008.8,477,2014464.8,20.0,-1.67
752,a,2496810,1997448.0,429300.0,499362.0,70062.0,477,2426748.0,20.0,2.81
753,d,4078997,3303987.57,429300.0,775009.43,345709.43,477,3733287.57,19.0,8.48
754,c,3627700,2865883.0,431100.0,761817.0,330717.0,479,3296983.0,21.0,9.12
755,d,5115088,4143221.28,430200.0,971866.72,541666.72,478,4573421.28,19.0,10.59
756,a,8054442,6443553.6,429300.0,1610888.4,1181588.4,477,6872853.6,20.0,14.67
757,a,3137281,2509824.8,427500.0,627456.2,199956.2,475,2937324.8,20.0,6.37
758,a,2330918,1864734.4,425700.0,466183.6,40483.6,473,2290434.4,20.0,1.74
759,a,3438653,2750922.4,429300.0,687730.6,258430.6,477,3180222.4,20.0,7.52
760,a,3673119,2938495.2,425700.0,734623.8,308923.8,473,3364195.2,20.0,8.41
761,a,4241895,3393516.0,432000.0,848379.0,416379.0,480,3825516.0,20.0,9.82
762,d,1948384,1578191.04,427500.0,370192.96,-57307.04,475,2005691.04,19.0,-2.94
763,d,2971020,2406526.2,432000.0,564493.8,132493.8,480,2838526.2,19.0,4.46
764,a,1784940,1427952.0,429300.0,356988.0,-72312.0,477,1857252.0,20.0,-4.05
765,a,4125511,3300408.8,427500.0,825102.2,397602.2,475,3727908.8,20.0,9.64
766,d,1895270,1535168.7,264600.0,360101.3,95501.3,294,1799768.7,19.0,5.04
767,a,2902073,2321658.4,432000.0,580414.6,148414.6,480,2753658.4,20.0,5.11
768,a,6339342,5071473.6,432000.0,1267868.4,835868.4,480,5503473.6,20.0,13.19
769,b,6656513,5524905.79,519300.0,1131607.21,612307.21,577,6044205.79,17.0,9.2
770,a,3051577,2441261.6,429300.0,610315.4,181015.4,477,2870561.6,20.0,5.93
771,a,1998035,1598428.0,264600.0,399607.0,135007.0,294,1863028.0,20.0,6.76
772,d,1855518,1502969.58,431100.0,352548.42,-78551.58,479,1934069.58,19.0,-4.23
773,a,2594158,2075326.4,430200.0,518831.6,88631.6,478,2505526.4,20.0,3.42
774,a,2642597,2114077.6,432000.0,528519.4,96519.4,480,2546077.6,20.0,3.65
775,d,2614942,2118103.02,264600.0,496838.98,232238.98,294,2382703.02,19.0,8.88
776,c,2325342,1837020.18,427500.0,488321.82,60821.82,475,2264520.18,21.0,2.62
777,d,2060453,1668966.93,428400.0,391486.07,-36913.93,476,2097366.93,19.0,-1.79
778,a,1699907,1359925.6,264600.0,339981.4,75381.4,294,1624525.6,20.0,4.43
779,a,3464478,2771582.4,430200.0,692895.6,262695.6,478,3201782.4,20.0,7.58
780,a,3155261,2524208.8,430200.0,631052.2,200852.2,478,2954408.8,20.0,6.37
781,a,2375372,1900297.6,429300.0,475074.4,45774.4,477,2329597.6,20.0,1.93
782,c,2736422,2161773.38,429300.0,574648.62,145348.62,477,2591073.38,21.0,5.31
783,d,3338235,2703970.35,431100.0,634264.65,203164.65,479,3135070.35,19.0,6.09
784,a,3722024,2977619.2,429300.0,744404.8,315104.8,477,3406919.2,20.0,8.47
785,d,3387267,2743686.27,429300.0,643580.73,214280.73,477,3172986.27,19.0,6.33
786,a,1707989,1366391.2,429300.0,341597.8,-87702.2,477,1795691.2,20.0,-5.13
787,c,4981790,3935614.1,430200.0,1046175.9,615975.9,478,4365814.1,21.0,12.36
788,a,8726313,6981050.4,432000.0,1745262.6,1313262.6,480,7413050.4,20.0,15.05
789,a,1695957,1356765.6,427500.0,339191.4,-88308.6,475,1784265.6,20.0,-5.21
790,d,3595716,2912529.96,430200.0,683186.04,252986.04,478,3342729.96,19.0,7.04
791,a,3888042,3110433.6,429300.0,777608.4,348308.4,477,3539733.6,20.0,8.96
792,d,3484378,2822346.18,429300.0,662031.82,232731.82,477,3251646.18,19.0,6.68
793,d,2352013,1905130.53,429300.0,446882.47,17582.47,477,2334430.53,19.0,0.75
794,c,1528308,1207363.32,430200.0,320944.68,-109255.32,478,1637563.32,21.0,-7.15
795,d,2188716,1772859.96,429300.0,415856.04,-13443.96,477,2202159.96,19.0,-0.61
796,a,3573113,2858490.4,429300.0,714622.6,285322.6,477,3287790.4,20.0,7.99
797,a,1391878,1113502.4,264600.0,278375.6,13775.6,294,1378102.4,20.0,0.99
798,a,3587550,2870040.0,430200.0,717510.0,287310.0,478,3300240.0,20.0,8.01
799,a,4828906,3863124.8,429300.0,965781.2,536481.2,477,4292424.8,20.0,11.11
800,d,2437273,1974191.13,429300.0,463081.87,33781.87,477,2403491.13,19.0,1.39
801,d,2382080,1929484.8,432000.0,452595.2,20595.2,480,2361484.8,19.0,0.86
802,a,3303113,2642490.4,432000.0,660622.6,228622.6,480,3074490.4,20.0,6.92
803,d,2734112,2214630.72,419400.0,519481.28,100081.28,466,2634030.72,19.0,3.66
804,c,1489542,1176738.18,264600.0,312803.82,48203.82,294,1441338.18,21.0,3.24
805,d,1620881,1312913.61,264600.0,307967.39,43367.39,294,1577513.61,19.0,2.68
806,d,2028728,1643269.68,264600.0,385458.32,120858.32,294,1907869.68,19.0,5.96
807,a,4763413,3810730.4,430200.0,952682.6,522482.6,478,4240930.4,20.0,10.97
808,a,3551423,2841138.4,430200.0,710284.6,280084.6,478,3271338.4,20.0,7.89
809,a,4499552,3599641.6,429300.0,899910.4,470610.4,477,4028941.6,20.0,10.46
810,d,2830185,2292449.85,429300.0,537735.15,108435.15,477,2721749.85,19.0,3.83
811,a,1984778,1587822.4,432000.0,396955.6,-35044.4,480,2019822.4,20.0,-1.77
812,d,3047670,2468612.7,430200.0,579057.3,148857.3,478,2898812.7,19.0,4.88
813,a,2796943,2237554.4,427500.0,559388.6,131888.6,475,2665054.4,20.0,4.72
814,d,4091454,3314077.74,431100.0,777376.26,346276.26,479,3745177.74,19.0,8.46
815,a,2216679,1773343.2,264600.0,443335.8,178735.8,294,2037943.2,20.0,8.06
816,c,2369418,1871840.22,429300.0,497577.78,68277.78,477,2301140.22,21.0,2.88
817,a,10024831,8019864.8,432000.0,2004966.2,1572966.2,480,8451864.8,20.0,15.69
818,d,3063622,2481533.82,430200.0,582088.18,151888.18,478,2911733.82,19.0,4.96
819,a,2945130,2356104.0,432000.0,589026.0,157026.0,480,2788104.0,20.0,5.33
820,a,3548684,2838947.2,264600.0,709736.8,445136.8,294,3103547.2,20.0,12.54
821,a,3337361,2669888.8,432000.0,667472.2,235472.2,480,3101888.8,20.0,7.06
822,a,3686353,2949082.4,432000.0,737270.6,305270.6,480,3381082.4,20.0,8.28
823,a,2878349,2302679.2,432000.0,575669.8,143669.8,480,2734679.2,20.0,4.99
824,a,3525063,2820050.4,432000.0,705012.6,273012.6,480,3252050.4,20.0,7.74
825,a,1361460,1089168.0,264600.0,272292.0,7692.0,294,1353768.0,20.0,0.56
826,a,4261018,3408814.4,427500.0,852203.6,424703.6,475,3836314.4,20.0,9.97
827,a,6540839,5232671.2,431100.0,1308167.8,877067.8,479,5663771.2,20.0,13.41
828,d,2530929,2050052.49,429300.0,480876.51,51576.51,477,2479352.49,19.0,2.04
829,c,2819891,2227713.89,430200.0,592177.11,161977.11,478,2657913.89,21.0,5.74
830,a,3043907,2435125.6,430200.0,608781.4,178581.4,478,2865325.6,20.0,5.87
831,a,6146093,4916874.4,429300.0,1229218.6,799918.6,477,5346174.4,20.0,13.02
832,d,3127809,2533525.29,430200.0,594283.71,164083.71,478,2963725.29,19.0,5.25
833,d,2638717,2137360.77,429300.0,501356.23,72056.23,477,2566660.77,19.0,2.73
834,a,2809656,2247724.8,432000.0,561931.2,129931.2,480,2679724.8,20.0,4.62
835,a,2510531,2008424.8,418500.0,502106.2,83606.2,465,2426924.8,20.0,3.33
836,a,2869584,2295667.2,430200.0,573916.8,143716.8,478,2725867.2,20.0,5.01
837,a,1894480,1515584.0,403200.0,378896.0,-24304.0,448,1918784.0,20.0,-1.28
838,d,4016545,3253401.45,431100.0,763143.55,332043.55,479,3684501.45,19.0,8.27
839,c,2381355,1881270.45,432000.0,500084.55,68084.55,480,2313270.45,21.0,2.86
840,a,3473954,2779163.2,432000.0,694790.8,262790.8,480,3211163.2,20.0,7.56
841,a,1386544,1109235.2,430200.0,277308.8,-152891.2,478,1539435.2,20.0,-11.03
842,d,5623878,4555341.18,264600.0,1068536.82,803936.82,294,4819941.18,19.0,14.3
843,c,4358945,3443566.55,432000.0,915378.45,483378.45,480,3875566.55,21.0,11.09
844,a,1995294,1596235.2,429300.0,399058.8,-30241.2,477,2025535.2,20.0,-1.52
845,d,2339284,1894820.04,427500.0,444463.96,16963.96,475,2322320.04,19.0,0.73
846,a,4483913,3587130.4,429300.0,896782.6,467482.6,477,4016430.4,20.0,10.43
847,c,3370879,2662994.41,427500.0,707884.59,280384.59,475,3090494.41,21.0,8.32
848,a,3225868,2580694.4,414900.0,645173.6,230273.6,461,2995594.4,20.0,7.14
849,c,4015124,3171947.96,432000.0,843176.04,411176.04,480,3603947.96,21.0,10.24
850,d,3015460,2442522.6,423000.0,572937.4,149937.4,470,2865522.6,19.0,4.97
851,d,1677929,1359122.49,264600.0,318806.51,54206.51,294,1623722.49,19.0,3.23
852,c,2179935,1722148.65,430200.0,457786.35,27586.35,478,2152348.65,21.0,1.27
853,a,4479385,3583508.0,427500.0,895877.0,468377.0,475,4011008.0,20.0,10.46
854,c,3082559,2435221.61,430200.0,647337.39,217137.39,478,2865421.61,21.0,7.04
855,a,2806950,2245560.0,427500.0,561390.0,133890.0,475,2673060.0,20.0,4.77
856,a,3387447,2709957.6,432000.0,677489.4,245489.4,480,3141957.6,20.0,7.25
857,c,3741119,2955484.01,430200.0,785634.99,355434.99,478,3385684.01,21.0,9.5
858,a,1420742,1136593.6,264600.0,284148.4,19548.4,294,1401193.6,20.0,1.38
859,c,2261379,1786489.41,264600.0,474889.59,210289.59,294,2051089.41,21.0,9.3
860,c,2921458,2307951.82,430200.0,613506.18,183306.18,478,2738151.82,21.0,6.27
861,c,1772704,1400436.16,427500.0,372267.84,-55232.16,475,1827936.16,21.0,-3.12
862,a,4036812,3229449.6,432000.0,807362.4,375362.4,480,3661449.6,20.0,9.3
863,a,4214811,3371848.8,490500.0,842962.2,352462.2,545,3862348.8,20.0,8.36
864,a,2036546,1629236.8,427500.0,407309.2,-20190.8,475,2056736.8,20.0,-0.99
865,d,3742125,3031121.25,429300.0,711003.75,281703.75,477,3460421.25,19.0,7.53
866,d,3386908,2743395.48,430200.0,643512.52,213312.52,478,3173595.48,19.0,6.3
867,d,2368829,1918751.49,486000.0,450077.51,-35922.49,540,2404751.49,19.0,-1.52
868,d,4553126,3688032.06,430200.0,865093.94,434893.94,478,4118232.06,19.0,9.55
869,c,2862754,2261575.66,430200.0,601178.34,170978.34,478,2691775.66,21.0,5.97
870,a,3284841,2627872.8,421200.0,656968.2,235768.2,468,3049072.8,20.0,7.18
871,d,3181144,2576726.64,430200.0,604417.36,174217.36,478,3006926.64,19.0,5.48
872,a,3985582,3188465.6,429300.0,797116.4,367816.4,477,3617765.6,20.0,9.23
873,a,1841547,1473237.6,430200.0,368309.4,-61890.6,478,1903437.6,20.0,-3.36
874,a,2276750,1821400.0,432000.0,455350.0,23350.0,480,2253400.0,20.0,1.03
875,d,2372684,1921874.04,429300.0,450809.96,21509.96,477,2351174.04,19.0,0.91
876,a,4386655,3509324.0,416700.0,877331.0,460631.0,463,3926024.0,20.0,10.5
877,a,3125013,2500010.4,442800.0,625002.6,182202.6,492,2942810.4,20.0,5.83
878,d,4234535,3429973.35,429300.0,804561.65,375261.65,477,3859273.35,19.0,8.86
879,d,1128447,914042.07,264600.0,214404.93,-50195.07,294,1178642.07,19.0,-4.45
880,a,3686423,2949138.4,427500.0,737284.6,309784.6,475,3376638.4,20.0,8.4
881,a,2043229,1634583.2,429300.0,408645.8,-20654.2,477,2063883.2,20.0,-1.01
882,a,2947886,2358308.8,419400.0,589577.2,170177.2,466,2777708.8,20.0,5.77
883,a,2273564,1818851.2,429300.0,454712.8,25412.8,477,2248151.2,20.0,1.12
884,d,1725757,1397863.17,264600.0,327893.83,63293.83,294,1662463.17,19.0,3.67
885,a,2856849,2285479.2,427500.0,571369.8,143869.8,475,2712979.2,20.0,5.04
886,a,3147725,2518180.0,429300.0,629545.0,200245.0,477,2947480.0,20.0,6.36
887,d,3243457,2627200.17,421200.0,616256.83,195056.83,468,3048400.17,19.0,6.01
888,d,4045917,3277192.77,432000.0,768724.23,336724.23,480,3709192.77,19.0,8.32
889,d,2004727,1623828.87,429300.0,380898.13,-48401.87,477,2053128.87,19.0,-2.41
890,a,1748446,1398756.8,264600.0,349689.2,85089.2,294,1663356.8,20.0,4.87
891,a,3779277,3023421.6,427500.0,755855.4,328355.4,475,3450921.6,20.0,8.69
892,a,3639349,2911479.2,430200.0,727869.8,297669.8,478,3341679.2,20.0,8.18
893,a,1890594,1512475.2,264600.0,378118.8,113518.8,294,1777075.2,20.0,6.0
894,a,4006737,3205389.6,429300.0,801347.4,372047.4,477,3634689.6,20.0,9.29
895,a,4567255,3653804.0,427500.0,913451.0,485951.0,475,4081304.0,20.0,10.64
896,a,3338718,2670974.4,432000.0,667743.6,235743.6,480,3102974.4,20.0,7.06
897,c,1606528,1269157.12,429300.0,337370.88,-91929.12,477,1698457.12,21.0,-5.72
898,a,3177635,2542108.0,431100.0,635527.0,204427.0,479,2973208.0,20.0,6.43
899,d,2532440,2051276.4,430200.0,481163.6,50963.6,478,2481476.4,19.0,2.01
900,a,1777536,1422028.8,264600.0,355507.2,90907.2,294,1686628.8,20.0,5.11
901,a,3453072,2762457.6,432000.0,690614.4,258614.4,480,3194457.6,20.0,7.49
902,a,1400934,1120747.2,264600.0,280186.8,15586.8,294,1385347.2,20.0,1.11
903,d,3487452,2824836.12,264600.0,662615.88,398015.88,294,3089436.12,19.0,11.41
904,d,1739590,1409067.9,264600.0,330522.1,65922.1,294,1673667.9,19.0,3.79
905,a,3546982,2837585.6,429300.0,709396.4,280096.4,477,3266885.6,20.0,7.9
906,a,5099224,4079379.2,430200.0,1019844.8,589644.8,478,4509579.2,20.0,11.56
907,a,3156130,2524904.0,429300.0,631226.0,201926.0,477,2954204.0,20.0,6.4
908,a,1981266,1585012.8,430200.0,396253.2,-33946.8,478,2015212.8,20.0,-1.71
909,a,3237182,2589745.6,264600.0,647436.4,382836.4,294,2854345.6,20.0,11.83
910,d,2774856,2247633.36,429300.0,527222.64,97922.64,477,2676933.36,19.0,3.53
911,a,4787767,3830213.6,432000.0,957553.4,525553.4,480,4262213.6,20.0,10.98
912,c,2776548,2193472.92,432000.0,583075.08,151075.08,480,2625472.92,21.0,5.44
913,a,4148902,3319121.6,427500.0,829780.4,402280.4,475,3746621.6,20.0,9.7
914,c,4599578,3633666.62,432000.0,965911.38,533911.38,480,4065666.62,21.0,11.61
915,d,1887700,1529037.0,264600.0,358663.0,94063.0,294,1793637.0,19.0,4.98
916,a,2596506,2077204.8,427500.0,519301.2,91801.2,475,2504704.8,20.0,3.54
917,a,3183534,2546827.2,429300.0,636706.8,207406.8,477,2976127.2,20.0,6.51
918,a,2515537,2012429.6,430200.0,503107.4,72907.4,478,2442629.6,20.0,2.9
919,a,1629359,1303487.2,264600.0,325871.8,61271.8,294,1568087.2,20.0,3.76
920,a,1814382,1451505.6,264600.0,362876.4,98276.4,294,1716105.6,20.0,5.42
