Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
828,a,a,,6.0,2009.0,1,51.0,2011.0,"Jan,Apr,Jul,Oct"
829,d,a,880.0,12.0,2011.0,1,2.0,2014.0,"Mar,Jun,Sept,Dec"
830,a,c,980.0,10.0,2008.0,0,,,
831,b,c,,10.0,2004.0,0,,,
832,b,a,,,,1,3.0,2011.0,"Mar,Jun,Sept,Dec"
833,a,c,1120.0,11.0,2012.0,1,38.0,2015.0,"Mar,Jun,Sept,Dec"
834,b,a,12500.0,10.0,2003.0,1,50.0,2014.0,"Feb,May,Aug,Nov"
835,c,c,,5.0,2009.0,0,,,
836,b,c,18000.0,,,0,,,
837,c,a,20.0,10.0,2005.0,0,,,
838,d,c,7000.0,11.0,2006.0,1,19.0,2012.0,"Mar,Jun,Sept,Dec"
839,a,c,580.0,,,1,13.0,2013.0,"Mar,Jun,Sept,Dec"
840,a,c,,1.0,2005.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
841,a,c,240.0,8.0,2009.0,1,44.0,2015.0,"Feb,May,Aug,Nov"
842,c,c,,9.0,2002.0,0,,,
843,a,a,600.0,1.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
844,a,c,1400.0,,,0,,,
845,a,c,780.0,3.0,2012.0,1,9.0,2014.0,"Feb,May,Aug,Nov"
846,d,c,19500.0,11.0,2009.0,1,8.0,2014.0,"Feb,May,Aug,Nov"
847,a,a,1300.0,7.0,2005.0,1,20.0,2011.0,"Mar,Jun,Sept,Dec"
848,c,c,13500.0,4.0,2005.0,0,,,
849,a,a,240.0,,,1,45.0,2014.0,"Jan,Apr,Jul,Oct"
850,d,c,1500.0,1.0,2013.0,1,37.0,2015.0,"Mar,Jun,Sept,Dec"
851,a,a,,,,0,,,
852,a,c,,5.0,2013.0,0,,,
853,d,c,700.0,11.0,2013.0,1,46.0,2013.0,"Feb,May,Aug,Nov"
854,d,a,1320.0,3.0,2001.0,0,,,
855,a,a,1360.0,,,0,,,
856,a,a,1880.0,12.0,2011.0,0,,,
857,c,c,1780.0,2.0,2013.0,0,,,
858,d,c,360.0,,,0,,,
859,a,a,15000.0,12.0,2010.0,1,19.0,2012.0,"Jan,Apr,Jul,Oct"
860,a,a,760.0,4.0,2015.0,0,,,
861,c,a,1040.0,1.0,2005.0,1,7.0,2014.0,"Mar,Jun,Sept,Dec"
862,c,a,,,,0,,,
863,c,c,9000.0,6.0,2015.0,0,,,
864,b,c,1320.0,1.0,2004.0,0,,,
865,a,a,,11.0,2007.0,1,23.0,2012.0,"Mar,Jun,Sept,Dec"
866,d,c,1320.0,9.0,2007.0,1,49.0,2015.0,"Feb,May,Aug,Nov"
867,d,a,1880.0,1.0,2008.0,0,,,
868,c,c,820.0,4.0,2004.0,0,,,
869,a,a,620.0,1.0,2010.0,0,,,
870,a,c,1640.0,12.0,2011.0,0,,,
871,c,c,1860.0,,,1,27.0,2015.0,"Feb,May,Aug,Nov"
872,a,a,18500.0,10.0,2007.0,0,,,
873,d,c,1300.0,7.0,2000.0,1,33.0,2015.0,"Mar,Jun,Sept,Dec"
874,a,c,,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
875,c,a,2500.0,,,1,47.0,2015.0,"Jan,Apr,Jul,Oct"
876,d,a,240.0,11.0,2008.0,1,16.0,2013.0,"Mar,Jun,Sept,Dec"
877,a,c,13000.0,2.0,2009.0,0,,,
878,a,a,1900.0,1.0,2014.0,1,2.0,2015.0,"Mar,Jun,Sept,Dec"
879,b,a,1300.0,2.0,2011.0,0,,,
880,b,a,1560.0,9.0,2012.0,1,47.0,2012.0,"Feb,May,Aug,Nov"
881,a,c,1000.0,7.0,2011.0,1,34.0,2015.0,"Mar,Jun,Sept,Dec"
882,b,a,3000.0,2.0,2007.0,0,,,
883,d,a,1880.0,3.0,2010.0,1,32.0,2013.0,"Feb,May,Aug,Nov"
884,a,c,1480.0,7.0,2004.0,0,,,
885,a,a,960.0,9.0,2014.0,0,,,
886,a,c,1320.0,5.0,2002.0,1,12.0,2011.0,"Jan,Apr,Jul,Oct"
887,a,a,1660.0,,,0,,,
888,a,c,1560.0,,,1,11.0,2013.0,"Jan,Apr,Jul,Oct"
889,a,c,1040.0,10.0,2002.0,1,24.0,2011.0,"Feb,May,Aug,Nov"
890,c,a,1940.0,6.0,2011.0,1,49.0,2012.0,"Feb,May,Aug,Nov"
891,a,c,760.0,11.0,2015.0,0,,,
892,d,a,1660.0,9.0,2009.0,0,,,
893,a,a,420.0,7.0,2005.0,1,51.0,2013.0,"Jan,Apr,Jul,Oct"
894,a,a,1560.0,6.0,2014.0,0,,,
895,c,c,17000.0,10.0,2008.0,1,50.0,2013.0,"Jan,Apr,Jul,Oct"
896,d,a,19500.0,7.0,2001.0,0,,,
897,a,a,9500.0,3.0,2003.0,0,,,
898,a,a,14000.0,12.0,2010.0,1,50.0,2014.0,"Jan,Apr,Jul,Oct"
899,a,a,220.0,1.0,2007.0,1,32.0,2015.0,"Jan,Apr,Jul,Oct"
900,a,a,1140.0,,,1,32.0,2011.0,"Mar,Jun,Sept,Dec"
901,a,a,6000.0,8.0,2012.0,1,39.0,2014.0,"Mar,Jun,Sept,Dec"
902,a,a,18500.0,8.0,2001.0,0,,,
903,a,a,1940.0,1.0,2003.0,0,,,
904,a,c,,6.0,2007.0,0,,,
905,d,a,920.0,11.0,2000.0,1,25.0,2012.0,"Feb,May,Aug,Nov"
906,b,c,520.0,3.0,2006.0,0,,,
907,a,a,300.0,,,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
908,a,a,1940.0,11.0,2015.0,0,,,
909,a,a,7000.0,12.0,2013.0,1,1.0,2014.0,"Feb,May,Aug,Nov"
910,a,a,960.0,7.0,2005.0,1,2.0,2015.0,"Mar,Jun,Sept,Dec"
911,c,a,17000.0,4.0,2001.0,1,51.0,2013.0,"Feb,May,Aug,Nov"
912,d,c,13000.0,9.0,2013.0,0,,,
913,d,a,1200.0,,,1,45.0,2011.0,"Feb,May,Aug,Nov"
914,d,b,800.0,8.0,2011.0,0,,,
915,d,c,13500.0,9.0,2001.0,0,,,
916,d,a,7500.0,9.0,2010.0,0,,,
917,a,a,580.0,3.0,2009.0,0,,,
918,a,a,860.0,10.0,2014.0,1,39.0,2014.0,"Jan,Apr,Jul,Oct"
919,a,a,1620.0,7.0,2001.0,0,,,
920,b,a,1700.0,12.0,2006.0,0,,,
921,a,c,560.0,8.0,2015.0,1,23.0,2012.0,"Feb,May,Aug,Nov"
922,c,c,,11.0,2006.0,1,16.0,2013.0,"Feb,May,Aug,Nov"
923,b,a,1300.0,,,1,42.0,2011.0,"Feb,May,Aug,Nov"
924,a,c,1260.0,,,1,52.0,2014.0,"Feb,May,Aug,Nov"
925,a,c,200.0,,,0,,,
926,a,a,,,,1,41.0,2015.0,"Jan,Apr,Jul,Oct"
927,a,c,780.0,,,0,,,
928,d,c,,,,0,,,
929,b,c,1640.0,6.0,2010.0,0,,,
930,c,c,,,,1,47.0,2015.0,"Mar,Jun,Sept,Dec"
931,a,a,600.0,,,0,,,
932,a,a,560.0,6.0,2005.0,1,21.0,2014.0,"Jan,Apr,Jul,Oct"
933,a,c,18500.0,2.0,2013.0,0,,,
934,c,a,,9.0,2003.0,0,,,
935,c,a,1800.0,,,0,,,
936,a,c,120.0,1.0,2007.0,0,,,
937,d,a,,,,0,,,
938,a,a,1300.0,,,1,45.0,2011.0,"Jan,Apr,Jul,Oct"
939,d,c,,,,1,6.0,2011.0,"Feb,May,Aug,Nov"
940,a,a,,5.0,2004.0,0,,,
941,a,a,,7.0,2008.0,1,15.0,2015.0,"Mar,Jun,Sept,Dec"
942,c,c,9000.0,,,0,,,
943,a,a,8000.0,,,0,,,
944,a,a,1760.0,,,0,,,
945,a,a,100.0,8.0,2010.0,0,,,
946,a,c,1280.0,3.0,2012.0,0,,,
947,c,a,12500.0,3.0,2004.0,1,6.0,2013.0,"Jan,Apr,Jul,Oct"
948,d,a,19500.0,,,0,,,
949,d,a,1860.0,9.0,2007.0,1,46.0,2011.0,"Mar,Jun,Sept,Dec"
950,a,a,11000.0,9.0,2010.0,0,,,
951,a,c,80.0,,,1,12.0,2011.0,"Jan,Apr,Jul,Oct"
952,a,a,1560.0,9.0,2002.0,1,29.0,2013.0,"Feb,May,Aug,Nov"
953,a,c,1680.0,11.0,2012.0,0,,,
954,a,a,,3.0,2005.0,0,,,
955,d,a,1040.0,,,1,1.0,2014.0,"Mar,Jun,Sept,Dec"
956,d,c,760.0,12.0,2011.0,1,26.0,2011.0,"Mar,Jun,Sept,Dec"
957,c,a,1180.0,7.0,2015.0,1,38.0,2013.0,"Feb,May,Aug,Nov"
958,a,a,580.0,10.0,2010.0,0,,,
959,a,c,1860.0,4.0,2008.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
960,a,a,5500.0,,,0,,,
961,a,b,18500.0,3.0,2006.0,0,,,
962,a,c,,3.0,2013.0,1,9.0,2013.0,"Mar,Jun,Sept,Dec"
963,a,a,260.0,6.0,2006.0,0,,,
964,a,a,820.0,2.0,2000.0,1,10.0,2013.0,"Feb,May,Aug,Nov"
965,d,a,1000.0,11.0,2003.0,1,52.0,2011.0,"Jan,Apr,Jul,Oct"
966,a,a,840.0,,,0,,,
967,d,a,,11.0,2010.0,1,7.0,2011.0,"Feb,May,Aug,Nov"
968,a,c,480.0,7.0,2015.0,0,,,
969,b,a,100.0,4.0,2014.0,0,,,
970,a,c,,7.0,2008.0,0,,,
971,a,a,,,,1,45.0,2011.0,"Feb,May,Aug,Nov"
972,a,a,760.0,10.0,2012.0,0,,,
973,a,a,1100.0,,,0,,,
974,d,c,1680.0,2.0,2009.0,1,1.0,2011.0,"Jan,Apr,Jul,Oct"
975,a,a,1740.0,7.0,2007.0,1,14.0,2015.0,"Mar,Jun,Sept,Dec"
976,b,a,,7.0,2012.0,1,31.0,2015.0,"Feb,May,Aug,Nov"
977,a,c,1340.0,3.0,2012.0,1,43.0,2015.0,"Feb,May,Aug,Nov"
978,a,c,60.0,,,0,,,
979,a,a,1400.0,10.0,2010.0,1,15.0,2013.0,"Mar,Jun,Sept,Dec"
980,a,c,1840.0,4.0,2011.0,1,13.0,2012.0,"Jan,Apr,Jul,Oct"
981,d,a,1720.0,7.0,2009.0,1,1.0,2013.0,"Feb,May,Aug,Nov"
982,c,a,1700.0,3.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
983,c,a,,,,0,,,
984,a,a,19000.0,,,0,,,
985,a,a,840.0,5.0,2009.0,1,1.0,2012.0,"Feb,May,Aug,Nov"
986,d,c,1180.0,,,0,,,
987,a,a,7500.0,,,0,,,
988,a,c,1360.0,8.0,2015.0,0,,,
989,a,c,1420.0,3.0,2010.0,1,34.0,2012.0,"Feb,May,Aug,Nov"
990,c,c,560.0,6.0,2003.0,1,28.0,2011.0,"Feb,May,Aug,Nov"
991,b,c,840.0,,,1,31.0,2011.0,"Mar,Jun,Sept,Dec"
992,c,c,13500.0,,,1,20.0,2013.0,"Feb,May,Aug,Nov"
993,c,c,,2.0,2006.0,1,11.0,2015.0,"Mar,Jun,Sept,Dec"
994,a,a,17000.0,,,1,20.0,2012.0,"Jan,Apr,Jul,Oct"
995,d,a,1020.0,,,0,,,
996,a,a,460.0,9.0,2003.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
997,b,b,540.0,10.0,2001.0,0,,,
998,a,a,1300.0,,,0,,,
999,d,c,1720.0,,,0,,,
1000,a,a,,7.0,2011.0,1,33.0,2014.0,"Mar,Jun,Sept,Dec"
1001,a,c,,1.0,2003.0,1,46.0,2012.0,"Feb,May,Aug,Nov"
1002,a,a,20.0,8.0,2002.0,1,34.0,2013.0,"Jan,Apr,Jul,Oct"
1003,a,a,10500.0,4.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1004,a,a,1000.0,10.0,2002.0,1,12.0,2012.0,"Feb,May,Aug,Nov"
1005,b,a,660.0,6.0,2001.0,0,,,
1006,a,a,1840.0,11.0,2007.0,1,24.0,2013.0,"Feb,May,Aug,Nov"
1007,d,a,120.0,8.0,2009.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
1008,a,a,1120.0,7.0,2003.0,1,26.0,2013.0,"Mar,Jun,Sept,Dec"
1009,c,a,1840.0,12.0,2003.0,0,,,
1010,a,a,900.0,,,0,,,
1011,b,a,1960.0,5.0,2005.0,1,37.0,2012.0,"Mar,Jun,Sept,Dec"
1012,b,a,1520.0,5.0,2000.0,0,,,
1013,a,a,18000.0,11.0,2000.0,0,,,
1014,d,a,600.0,10.0,2005.0,0,,,
1015,a,a,200.0,2.0,2000.0,0,,,
1016,a,a,1760.0,6.0,2005.0,0,,,
1017,b,c,860.0,5.0,2009.0,1,2.0,2012.0,"Mar,Jun,Sept,Dec"
1018,c,c,10500.0,8.0,2000.0,1,37.0,2014.0,"Feb,May,Aug,Nov"
1019,a,c,320.0,1.0,2009.0,1,43.0,2014.0,"Jan,Apr,Jul,Oct"
1020,a,a,1900.0,9.0,2009.0,0,,,
1021,d,b,,,,0,,,
1022,c,a,320.0,,,0,,,
1023,d,c,1000.0,2.0,2012.0,0,,,
1024,a,c,,8.0,2001.0,0,,,
1025,b,c,1780.0,4.0,2002.0,1,33.0,2015.0,"Feb,May,Aug,Nov"
1026,a,c,580.0,12.0,2005.0,1,5.0,2011.0,"Mar,Jun,Sept,Dec"
1027,d,a,720.0,10.0,2011.0,1,6.0,2013.0,"Feb,May,Aug,Nov"
1028,a,c,15500.0,12.0,2013.0,0,,,
1029,c,c,,7.0,2014.0,0,,,
1030,a,a,1200.0,12.0,2009.0,0,,,
1031,b,c,1580.0,1.0,2006.0,0,,,
1032,c,a,17000.0,,,0,,,
1033,a,c,600.0,,,0,,,
1034,d,c,700.0,9.0,2007.0,1,9.0,2013.0,"Feb,May,Aug,Nov"
1035,a,a,16000.0,7.0,2008.0,1,17.0,2011.0,"Feb,May,Aug,Nov"
1036,b,c,620.0,4.0,2003.0,0,,,
1037,a,a,16000.0,4.0,2012.0,0,,,
1038,a,c,1660.0,8.0,2012.0,0,,,
1039,a,c,,3.0,2004.0,0,,,
1040,a,c,120.0,7.0,2014.0,1,33.0,2014.0,"Jan,Apr,Jul,Oct"
1041,a,c,,,,1,35.0,2013.0,"Feb,May,Aug,Nov"
1042,b,a,760.0,3.0,2014.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
1043,b,a,120.0,3.0,2012.0,1,28.0,2015.0,"Mar,Jun,Sept,Dec"
1044,b,a,12000.0,5.0,2003.0,0,,,
1045,a,a,1760.0,8.0,2010.0,0,,,
1046,a,a,,4.0,2004.0,0,,,
1047,a,a,360.0,5.0,2012.0,0,,,
1048,c,a,280.0,7.0,2002.0,1,7.0,2014.0,"Jan,Apr,Jul,Oct"
1049,d,a,1880.0,3.0,2003.0,0,,,
1050,a,c,,7.0,2004.0,0,,,
1051,b,a,1340.0,,,0,,,
1052,a,c,18000.0,2.0,2005.0,0,,,
1053,a,a,,3.0,2009.0,1,41.0,2015.0,"Mar,Jun,Sept,Dec"
1054,a,a,,4.0,2010.0,0,,,
1055,a,a,1680.0,1.0,2008.0,0,,,
1056,b,a,10000.0,12.0,2003.0,0,,,
1057,d,a,1740.0,,,1,18.0,2015.0,"Feb,May,Aug,Nov"
1058,a,a,8000.0,10.0,2014.0,1,38.0,2012.0,"Feb,May,Aug,Nov"
1059,a,a,1880.0,11.0,2004.0,1,46.0,2011.0,"Jan,Apr,Jul,Oct"
1060,c,a,1740.0,10.0,2001.0,0,,,
1061,d,c,1460.0,10.0,2007.0,0,,,
1062,b,a,6000.0,2.0,2000.0,1,43.0,2012.0,"Feb,May,Aug,Nov"
1063,a,c,14000.0,5.0,2005.0,0,,,
1064,b,a,,9.0,2013.0,0,,,
1065,a,c,3000.0,7.0,2004.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
1066,d,c,340.0,1.0,2011.0,0,,,
1067,a,c,1940.0,7.0,2007.0,0,,,
1068,c,c,1060.0,10.0,2005.0,1,42.0,2011.0,"Jan,Apr,Jul,Oct"
1069,a,a,100.0,,,0,,,
1070,a,a,240.0,5.0,2009.0,0,,,
1071,d,a,1960.0,3.0,2005.0,0,,,
1072,b,c,,4.0,2003.0,1,4.0,2011.0,"Mar,Jun,Sept,Dec"
1073,a,c,1680.0,4.0,2014.0,0,,,
1074,d,a,1480.0,5.0,2002.0,0,,,
1075,d,c,300.0,4.0,2015.0,1,44.0,2012.0,"Feb,May,Aug,Nov"
1076,a,a,8000.0,6.0,2007.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
1077,a,c,200.0,,,1,20.0,2015.0,"Mar,Jun,Sept,Dec"
1078,a,c,,4.0,2005.0,0,,,
1079,b,a,19500.0,4.0,2009.0,0,,,
1080,a,c,,2.0,2009.0,1,34.0,2015.0,"Mar,Jun,Sept,Dec"
1081,a,c,940.0,11.0,2005.0,1,27.0,2015.0,"Mar,Jun,Sept,Dec"
1082,d,a,540.0,9.0,2003.0,0,,,
1083,d,a,1000.0,11.0,2008.0,1,23.0,2011.0,"Feb,May,Aug,Nov"
1084,c,a,18000.0,7.0,2010.0,0,,,
1085,d,c,740.0,2.0,2004.0,1,36.0,2014.0,"Jan,Apr,Jul,Oct"
1086,c,a,,11.0,2012.0,1,3.0,2011.0,"Feb,May,Aug,Nov"
1087,c,c,520.0,,,0,,,
1088,c,c,180.0,9.0,2002.0,1,18.0,2012.0,"Jan,Apr,Jul,Oct"
1089,a,a,740.0,5.0,2015.0,1,23.0,2014.0,"Feb,May,Aug,Nov"
1090,a,a,14500.0,,,0,,,
1091,a,c,2000.0,6.0,2010.0,0,,,
1092,b,c,1180.0,4.0,2007.0,1,34.0,2014.0,"Mar,Jun,Sept,Dec"
1093,a,a,6500.0,7.0,2010.0,0,,,
1094,a,a,6000.0,,,0,,,
1095,b,a,1840.0,1.0,2010.0,0,,,
1096,a,c,1700.0,2.0,2010.0,1,31.0,2014.0,"Jan,Apr,Jul,Oct"
1097,a,a,340.0,,,0,,,
1098,c,c,860.0,7.0,2011.0,1,8.0,2013.0,"Jan,Apr,Jul,Oct"
1099,d,a,1760.0,,,0,,,
1100,a,c,460.0,,,0,,,
1101,a,a,1580.0,,,1,31.0,2015.0,"Mar,Jun,Sept,Dec"
1102,a,a,400.0,11.0,2003.0,0,,,
1103,c,c,17000.0,8.0,2009.0,0,,,
1104,c,c,360.0,4.0,2008.0,0,,,
1105,a,a,320.0,7.0,2001.0,1,12.0,2013.0,"Jan,Apr,Jul,Oct"
1106,c,a,5000.0,3.0,2003.0,0,,,
1107,a,a,740.0,,,0,,,
1108,a,a,1160.0,9.0,2011.0,0,,,
1109,d,a,1040.0,2.0,2012.0,0,,,
1110,a,c,720.0,9.0,2003.0,0,,,
1111,a,a,15000.0,8.0,2001.0,1,47.0,2014.0,"Feb,May,Aug,Nov"
1112,a,c,9500.0,4.0,2004.0,0,,,
1113,b,a,800.0,1.0,2013.0,0,,,
1114,d,a,9000.0,,,1,24.0,2015.0,"Jan,Apr,Jul,Oct"
1115,d,c,11000.0,10.0,2012.0,1,25.0,2011.0,"Jan,Apr,Jul,Oct"
