Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
30,4,2015-07-30,4881,682,1,1,0,1
31,4,2015-07-30,6712,582,1,1,0,1
32,4,2015-07-30,5779,617,1,1,0,0
33,4,2015-07-30,8146,740,1,1,0,1
34,4,2015-07-30,8443,992,1,1,0,1
35,4,2015-07-30,11088,727,1,1,0,1
36,4,2015-07-30,11955,1150,1,1,0,0
37,4,2015-07-30,7771,791,1,1,0,1
38,4,2015-07-30,6591,499,1,1,0,1
39,4,2015-07-30,5734,668,1,1,0,1
40,4,2015-07-30,5191,661,1,1,0,1
41,4,2015-07-30,6311,455,1,1,0,0
42,4,2015-07-30,10853,1104,1,1,0,1
43,4,2015-07-30,5982,526,1,1,0,1
44,4,2015-07-30,5159,562,1,1,0,1
45,4,2015-07-30,6063,445,1,1,0,1
46,4,2015-07-30,7057,760,1,1,0,0
47,4,2015-07-30,7585,864,1,1,0,1
48,4,2015-07-30,3297,335,1,1,0,1
49,4,2015-07-30,8996,590,1,1,0,1
50,4,2015-07-30,5324,376,1,1,0,1
51,4,2015-07-30,8280,555,1,1,0,0
52,4,2015-07-30,7024,453,1,1,0,0
53,4,2015-07-30,6797,598,1,1,0,1
54,4,2015-07-30,9905,778,1,1,0,1
55,4,2015-07-30,5610,639,1,1,0,1
56,4,2015-07-30,8705,544,1,1,0,1
57,4,2015-07-30,9820,872,1,1,0,1
58,4,2015-07-30,8433,594,1,1,0,0
59,4,2015-07-30,5556,545,1,1,0,1
60,4,2015-07-30,10213,818,1,1,0,1
61,4,2015-07-30,5868,599,1,1,0,1
62,4,2015-07-30,7181,762,1,1,0,1
63,4,2015-07-30,9316,735,1,1,0,1
64,4,2015-07-30,13029,863,1,1,0,1
65,4,2015-07-30,6652,511,1,1,0,1
66,4,2015-07-30,6937,530,1,1,0,1
67,4,2015-07-30,10875,955,1,1,0,1
68,4,2015-07-30,7780,976,1,1,0,1
69,4,2015-07-30,10252,1230,1,1,0,1
70,4,2015-07-30,8034,678,1,1,0,1
71,4,2015-07-30,10090,761,1,1,0,1
72,4,2015-07-30,5434,541,1,1,0,0
73,4,2015-07-30,4998,492,1,1,0,1
74,4,2015-07-30,6349,839,1,1,0,1
75,4,2015-07-30,7551,711,1,1,0,1
76,4,2015-07-30,10775,1014,1,1,0,0
77,4,2015-07-30,8141,660,1,1,0,1
78,4,2015-07-30,3964,484,1,1,0,1
79,4,2015-07-30,6371,596,1,1,0,1
80,4,2015-07-30,8942,614,1,1,0,1
81,4,2015-07-30,7376,566,1,1,0,0
82,4,2015-07-30,10023,854,1,1,0,1
83,4,2015-07-30,3401,311,1,1,0,1
84,4,2015-07-30,12928,1255,1,1,0,1
85,4,2015-07-30,7187,1000,1,1,0,1
86,4,2015-07-30,4759,574,1,1,0,1
87,4,2015-07-30,6310,748,1,1,0,1
88,4,2015-07-30,7954,683,1,1,0,1
89,4,2015-07-30,6433,683,1,1,0,0
90,4,2015-07-30,8879,1017,1,1,0,1
91,4,2015-07-30,6151,538,1,1,0,1
92,4,2015-07-30,6683,598,1,1,0,1
93,4,2015-07-30,5897,585,1,1,0,1
94,4,2015-07-30,7964,649,1,1,0,1
95,4,2015-07-30,7525,794,1,1,0,1
96,4,2015-07-30,6308,634,1,1,0,1
97,4,2015-07-30,7695,713,1,1,0,1
98,4,2015-07-30,6399,455,1,1,0,1
99,4,2015-07-30,6046,500,1,1,0,0
100,4,2015-07-30,9631,761,1,1,0,0
101,4,2015-07-30,8655,709,1,1,0,1
102,4,2015-07-30,7241,949,1,1,0,1
103,4,2015-07-30,4461,393,1,1,0,1
104,4,2015-07-30,10463,1188,1,1,0,1
105,4,2015-07-30,6561,553,1,1,0,1
106,4,2015-07-30,8253,764,1,1,0,1
107,4,2015-07-30,8132,919,1,1,0,1
108,4,2015-07-30,14082,1015,1,1,0,0
109,4,2015-07-30,6082,660,1,1,0,1
110,4,2015-07-30,5680,660,1,1,0,1
111,4,2015-07-30,8446,633,1,1,0,1
112,4,2015-07-30,6071,693,1,1,0,1
113,4,2015-07-30,6819,631,1,1,0,0
114,4,2015-07-30,5272,579,1,1,0,1
115,4,2015-07-30,9370,636,1,1,0,0
116,4,2015-07-30,7138,719,1,1,0,1
117,4,2015-07-30,3921,458,1,1,0,1
118,4,2015-07-30,8263,659,1,1,0,1
119,4,2015-07-30,5737,580,1,1,0,1
120,4,2015-07-30,7749,668,1,1,0,1
121,4,2015-07-30,4422,461,1,1,0,1
122,4,2015-07-30,10576,1163,1,1,0,1
123,4,2015-07-30,9735,1022,1,1,0,1
124,4,2015-07-30,4046,453,1,1,0,1
125,4,2015-07-30,13146,1580,1,1,0,1
126,4,2015-07-30,6659,531,1,1,0,1
127,4,2015-07-30,6568,714,1,1,0,0
128,4,2015-07-30,8895,661,1,1,0,1
129,4,2015-07-30,9903,1242,1,1,0,0
130,4,2015-07-30,5773,560,1,1,0,1
131,4,2015-07-30,4608,460,1,1,0,1
132,4,2015-07-30,9173,717,1,1,0,0
133,4,2015-07-30,7083,725,1,1,0,1
134,4,2015-07-30,4963,486,1,1,0,1
135,4,2015-07-30,6568,525,1,1,0,1
136,4,2015-07-30,7977,548,1,1,0,0
137,4,2015-07-30,8026,966,1,1,0,0
138,4,2015-07-30,10018,927,1,1,0,1
139,4,2015-07-30,8083,625,1,1,0,0
140,4,2015-07-30,9419,1032,1,1,0,1
141,4,2015-07-30,6558,739,1,1,0,1
142,4,2015-07-30,4181,509,1,1,0,1
143,4,2015-07-30,6740,584,1,1,0,1
144,4,2015-07-30,9142,871,1,1,0,0
145,4,2015-07-30,10475,1325,1,1,0,0
146,4,2015-07-30,8798,734,1,1,0,1
147,4,2015-07-30,8504,796,1,1,0,1
148,4,2015-07-30,9151,801,1,1,0,1
149,4,2015-07-30,6362,589,1,1,0,0
150,4,2015-07-30,11755,1048,1,1,0,1
151,4,2015-07-30,7293,632,1,1,0,1
152,4,2015-07-30,6227,603,1,1,0,1
153,4,2015-07-30,7587,600,1,1,0,1
154,4,2015-07-30,10780,813,1,1,0,1
155,4,2015-07-30,7854,694,1,1,0,0
156,4,2015-07-30,8828,871,1,1,0,1
157,4,2015-07-30,10797,1005,1,1,0,1
158,4,2015-07-30,9662,538,1,1,0,1
159,4,2015-07-30,8741,713,1,1,0,0
160,4,2015-07-30,6442,565,1,1,0,1
161,4,2015-07-30,6558,702,1,1,0,1
162,4,2015-07-30,9618,598,1,1,0,1
163,4,2015-07-30,6122,759,1,1,0,1
164,4,2015-07-30,8844,755,1,1,0,0
165,4,2015-07-30,4504,469,1,1,0,0
166,4,2015-07-30,7130,877,1,1,0,1
167,4,2015-07-30,11616,1177,1,1,0,1
168,4,2015-07-30,8956,828,1,1,0,1
169,4,2015-07-30,7626,609,1,1,0,1
170,4,2015-07-30,4771,503,1,1,0,1
171,4,2015-07-30,8999,855,1,1,0,1
172,4,2015-07-30,7212,880,1,1,0,0
173,4,2015-07-30,8416,939,1,1,0,1
174,4,2015-07-30,6479,530,1,1,0,0
175,4,2015-07-30,5710,614,1,1,0,1
176,4,2015-07-30,5464,602,1,1,0,1
177,4,2015-07-30,4517,464,1,1,0,1
178,4,2015-07-30,12112,982,1,1,0,1
179,4,2015-07-30,9668,1107,1,1,0,1
180,4,2015-07-30,8365,823,1,1,0,1
181,4,2015-07-30,7860,744,1,1,0,0
182,4,2015-07-30,5812,431,1,1,0,1
183,4,2015-07-30,6066,729,1,1,0,0
184,4,2015-07-30,6370,529,1,1,0,1
185,4,2015-07-30,7120,505,1,1,0,1
186,4,2015-07-30,4278,385,1,1,0,0
187,4,2015-07-30,6673,701,1,1,0,1
188,4,2015-07-30,7630,582,1,1,0,1
189,4,2015-07-30,9207,803,1,1,0,1
190,4,2015-07-30,9079,754,1,1,0,0
191,4,2015-07-30,7531,751,1,1,0,0
192,4,2015-07-30,15620,925,1,1,0,0
193,4,2015-07-30,6288,828,1,1,0,1
194,4,2015-07-30,6586,501,1,1,0,1
195,4,2015-07-30,10916,1204,1,1,0,1
196,4,2015-07-30,5287,657,1,1,0,1
197,4,2015-07-30,7882,799,1,1,0,1
198,4,2015-07-30,3211,321,1,1,0,1
199,4,2015-07-30,9391,631,1,1,0,1
200,4,2015-07-30,7103,807,1,1,0,1
201,4,2015-07-30,6015,472,1,1,0,1
202,4,2015-07-30,7326,547,1,1,0,1
203,4,2015-07-30,7163,867,1,1,0,1
204,4,2015-07-30,5997,545,1,1,0,0
205,4,2015-07-30,6968,809,1,1,0,1
206,4,2015-07-30,8646,909,1,1,0,1
207,4,2015-07-30,10983,1146,1,1,0,1
208,4,2015-07-30,3453,407,1,1,0,1
209,4,2015-07-30,8144,762,1,1,0,1
210,4,2015-07-30,4338,360,1,1,0,1
211,4,2015-07-30,14477,1452,1,1,0,1
212,4,2015-07-30,4186,354,1,1,0,1
213,4,2015-07-30,9496,646,1,1,0,1
214,4,2015-07-30,8887,627,1,1,0,1
215,4,2015-07-30,8003,590,1,1,0,0
216,4,2015-07-30,7357,838,1,1,0,1
217,4,2015-07-30,4599,596,1,1,0,1
218,4,2015-07-30,5990,770,1,1,0,0
219,4,2015-07-30,3796,417,1,1,0,1
220,4,2015-07-30,4673,629,1,1,0,1
221,4,2015-07-30,6865,555,1,1,0,1
222,4,2015-07-30,4899,543,1,1,0,1
223,4,2015-07-30,6830,654,1,1,0,1
224,4,2015-07-30,9351,583,1,1,0,1
225,4,2015-07-30,7802,750,1,1,0,1
226,4,2015-07-30,6846,649,1,1,0,1
227,4,2015-07-30,6565,548,1,1,0,1
228,4,2015-07-30,9036,588,1,1,0,1
229,4,2015-07-30,10159,743,1,1,0,1
230,4,2015-07-30,7605,808,1,1,0,1
231,4,2015-07-30,7168,508,1,1,0,0
232,4,2015-07-30,4591,373,1,1,0,1
233,4,2015-07-30,12210,1142,1,1,0,1
234,4,2015-07-30,10327,949,1,1,0,1
235,4,2015-07-30,6122,495,1,1,0,1
236,4,2015-07-30,7648,909,1,1,0,1
237,4,2015-07-30,4365,540,1,1,0,1
238,4,2015-07-30,8478,1140,1,1,0,1
239,4,2015-07-30,5727,477,1,1,0,1
240,4,2015-07-30,4377,419,1,1,0,1
241,4,2015-07-30,6351,617,1,1,0,1
242,4,2015-07-30,4915,419,1,1,0,1
243,4,2015-07-30,9301,1139,1,1,0,0
244,4,2015-07-30,6116,571,1,1,0,1
245,4,2015-07-30,9978,1090,1,1,0,1
246,4,2015-07-30,7531,885,1,1,0,1
247,4,2015-07-30,9354,678,1,1,0,1
248,4,2015-07-30,6738,818,1,1,0,1
249,4,2015-07-30,5770,510,1,1,0,1
250,4,2015-07-30,10695,705,1,1,0,1
251,4,2015-07-30,20061,2377,1,1,0,1
252,4,2015-07-30,12166,842,1,1,0,1
253,4,2015-07-30,6707,732,1,1,0,1
254,4,2015-07-30,3565,276,1,1,0,1
255,4,2015-07-30,7510,657,1,1,0,1
256,4,2015-07-30,9677,1036,1,1,0,1
257,4,2015-07-30,5646,576,1,1,0,1
258,4,2015-07-30,6681,614,1,1,0,0
259,4,2015-07-30,12178,2477,1,1,0,1
260,4,2015-07-30,5873,791,1,1,0,1
261,4,2015-07-30,14051,1003,1,1,0,1
262,4,2015-07-30,22253,3132,1,1,0,1
263,4,2015-07-30,4381,374,1,1,0,0
264,4,2015-07-30,7955,890,1,1,0,1
265,4,2015-07-30,6648,572,1,1,0,1
266,4,2015-07-30,4602,535,1,1,0,1
267,4,2015-07-30,14475,1697,1,1,0,1
268,4,2015-07-30,5188,544,1,1,0,1
269,4,2015-07-30,8465,1023,1,1,0,1
270,4,2015-07-30,9969,1180,1,1,0,1
271,4,2015-07-30,9447,907,1,1,0,1
272,4,2015-07-30,7819,696,1,1,0,1
273,4,2015-07-30,9699,769,1,1,0,1
274,4,2015-07-30,5625,1158,1,1,0,1
275,4,2015-07-30,6903,657,1,1,0,0
276,4,2015-07-30,4283,539,1,1,0,1
277,4,2015-07-30,8029,598,1,1,0,0
278,4,2015-07-30,7580,748,1,1,0,1
279,4,2015-07-30,12275,730,1,1,0,0
280,4,2015-07-30,7302,531,1,1,0,1
281,4,2015-07-30,6846,534,1,1,0,1
282,4,2015-07-30,4739,619,1,1,0,1
283,4,2015-07-30,9079,802,1,1,0,0
284,4,2015-07-30,6518,480,1,1,0,0
285,4,2015-07-30,5459,453,1,1,0,1
286,4,2015-07-30,4192,380,1,1,0,1
287,4,2015-07-30,9614,856,1,1,0,0
288,4,2015-07-30,5825,430,1,1,0,0
289,4,2015-07-30,6209,528,1,1,0,1
290,4,2015-07-30,7395,651,1,1,0,1
291,4,2015-07-30,9030,883,1,1,0,1
292,4,2015-07-30,0,0,0,1,0,1
293,4,2015-07-30,6748,837,1,1,0,1
294,4,2015-07-30,7855,855,1,1,0,1
295,4,2015-07-30,7240,887,1,1,0,1
296,4,2015-07-30,7898,746,1,1,0,1
297,4,2015-07-30,8318,808,1,1,0,1
298,4,2015-07-30,8765,683,1,1,0,0
299,4,2015-07-30,9853,1020,1,1,0,1
300,4,2015-07-30,8095,909,1,1,0,1
301,4,2015-07-30,6307,577,1,1,0,1
302,4,2015-07-30,4099,326,1,1,0,1
303,4,2015-07-30,7199,714,1,1,0,1
304,4,2015-07-30,7300,946,1,1,0,1
305,4,2015-07-30,6484,556,1,1,0,1
306,4,2015-07-30,5643,574,1,1,0,0
307,4,2015-07-30,3632,373,1,1,0,1
308,4,2015-07-30,9306,884,1,1,0,1
309,4,2015-07-30,8231,641,1,1,0,1
310,4,2015-07-30,11135,824,1,1,0,1
311,4,2015-07-30,7542,779,1,1,0,1
312,4,2015-07-30,6067,550,1,1,0,1
313,4,2015-07-30,8760,754,1,1,0,1
314,4,2015-07-30,6330,651,1,1,0,1
315,4,2015-07-30,4723,496,1,1,0,1
316,4,2015-07-30,10450,905,1,1,0,1
317,4,2015-07-30,6200,591,1,1,0,0
318,4,2015-07-30,8000,671,1,1,0,1
319,4,2015-07-30,7955,764,1,1,0,1
320,4,2015-07-30,16912,2071,1,1,0,1
321,4,2015-07-30,7119,656,1,1,0,1
322,4,2015-07-30,6333,685,1,1,0,1
323,4,2015-07-30,7648,607,1,1,0,1
324,4,2015-07-30,7724,865,1,1,0,1
325,4,2015-07-30,9089,923,1,1,0,1
326,4,2015-07-30,6385,453,1,1,0,1
327,4,2015-07-30,8328,965,1,1,0,1
328,4,2015-07-30,4781,516,1,1,0,1
329,4,2015-07-30,7316,672,1,1,0,1
330,4,2015-07-30,4201,400,1,1,0,1
331,4,2015-07-30,6202,751,1,1,0,1
332,4,2015-07-30,4292,489,1,1,0,1
333,4,2015-07-30,11634,1332,1,1,0,1
334,4,2015-07-30,6050,539,1,1,0,1
335,4,2015-07-30,16308,2523,1,1,0,1
336,4,2015-07-30,15959,2051,1,1,0,1
337,4,2015-07-30,6031,398,1,1,0,1
338,4,2015-07-30,7538,609,1,1,0,1
339,4,2015-07-30,5511,668,1,1,0,1
340,4,2015-07-30,6732,645,1,1,0,1
341,4,2015-07-30,5326,667,1,1,0,1
342,4,2015-07-30,13146,893,1,1,0,0
343,4,2015-07-30,8420,727,1,1,0,1
344,4,2015-07-30,10488,1168,1,1,0,1
345,4,2015-07-30,5459,580,1,1,0,0
346,4,2015-07-30,7781,656,1,1,0,1
347,4,2015-07-30,5716,431,1,1,0,1
348,4,2015-07-30,10112,787,1,1,0,0
349,4,2015-07-30,8450,831,1,1,0,1
350,4,2015-07-30,7772,497,1,1,0,1
351,4,2015-07-30,7523,554,1,1,0,1
352,4,2015-07-30,7748,626,1,1,0,1
353,4,2015-07-30,6514,1645,1,1,0,1
354,4,2015-07-30,7992,620,1,1,0,1
355,4,2015-07-30,9842,1054,1,1,0,1
356,4,2015-07-30,7495,514,1,1,0,1
357,4,2015-07-30,9981,1101,1,1,0,1
358,4,2015-07-30,11466,1119,1,1,0,1
359,4,2015-07-30,7694,635,1,1,0,1
360,4,2015-07-30,7854,721,1,1,0,1
361,4,2015-07-30,7894,694,1,1,0,1
362,4,2015-07-30,10216,1169,1,1,0,1
363,4,2015-07-30,6942,860,1,1,0,1
364,4,2015-07-30,6250,691,1,1,0,1
365,4,2015-07-30,8197,737,1,1,0,0
366,4,2015-07-30,8215,697,1,1,0,1
367,4,2015-07-30,4945,479,1,1,0,1
368,4,2015-07-30,12314,812,1,1,0,1
369,4,2015-07-30,6986,573,1,1,0,1
370,4,2015-07-30,9120,687,1,1,0,1
371,4,2015-07-30,7633,558,1,1,0,1
372,4,2015-07-30,9867,738,1,1,0,1
373,4,2015-07-30,5028,333,1,1,0,1
374,4,2015-07-30,7271,793,1,1,0,1
375,4,2015-07-30,11497,873,1,1,0,1
376,4,2015-07-30,8327,871,1,1,0,1
377,4,2015-07-30,9044,894,1,1,0,1
378,4,2015-07-30,8125,1117,1,1,0,1
379,4,2015-07-30,4653,457,1,1,0,1
380,4,2015-07-30,14706,1354,1,1,0,1
381,4,2015-07-30,10231,966,1,1,0,1
382,4,2015-07-30,9028,707,1,1,0,1
383,4,2015-07-30,19194,2170,1,1,0,1
384,4,2015-07-30,11088,1186,1,1,0,1
385,4,2015-07-30,7699,678,1,1,0,0
386,4,2015-07-30,8658,617,1,1,0,1
387,4,2015-07-30,10764,1213,1,1,0,1
388,4,2015-07-30,10708,1085,1,1,0,1
389,4,2015-07-30,12000,1289,1,1,0,1
390,4,2015-07-30,11936,979,1,1,0,1
391,4,2015-07-30,6777,697,1,1,0,1
392,4,2015-07-30,6805,680,1,1,0,1
393,4,2015-07-30,6852,620,1,1,0,1
394,4,2015-07-30,8920,684,1,1,0,1
395,4,2015-07-30,3434,429,1,1,0,1
396,4,2015-07-30,14092,1338,1,1,0,1
397,4,2015-07-30,6728,734,1,1,0,1
398,4,2015-07-30,7098,665,1,1,0,1
399,4,2015-07-30,6960,625,1,1,0,0
400,4,2015-07-30,9654,1238,1,1,0,1
401,4,2015-07-30,8706,696,1,1,0,1
402,4,2015-07-30,6815,657,1,1,0,1
403,4,2015-07-30,8227,769,1,1,0,1
404,4,2015-07-30,6772,695,1,1,0,1
405,4,2015-07-30,5084,495,1,1,0,1
406,4,2015-07-30,7903,535,1,1,0,1
407,4,2015-07-30,4843,394,1,1,0,0
408,4,2015-07-30,6129,510,1,1,0,1
409,4,2015-07-30,9211,678,1,1,0,1
410,4,2015-07-30,6812,779,1,1,0,1
411,4,2015-07-30,10325,722,1,1,0,1
412,4,2015-07-30,10247,672,1,1,0,0
413,4,2015-07-30,8642,1045,1,1,0,0
414,4,2015-07-30,7278,486,1,1,0,1
415,4,2015-07-30,7257,587,1,1,0,1
416,4,2015-07-30,12628,1389,1,1,0,1
417,4,2015-07-30,7434,678,1,1,0,1
418,4,2015-07-30,6038,546,1,1,0,1
419,4,2015-07-30,5614,796,1,1,0,1
420,4,2015-07-30,5767,485,1,1,0,0
421,4,2015-07-30,13964,1263,1,1,0,1
422,4,2015-07-30,4676,425,1,1,0,1
423,4,2015-07-30,11101,1895,1,1,0,1
424,4,2015-07-30,7076,681,1,1,0,1
425,4,2015-07-30,3150,395,1,1,0,1
426,4,2015-07-30,5125,590,1,1,0,1
427,4,2015-07-30,12943,933,1,1,0,0
428,4,2015-07-30,7610,598,1,1,0,0
429,4,2015-07-30,6145,461,1,1,0,0
430,4,2015-07-30,10116,737,1,1,0,0
431,4,2015-07-30,10765,1043,1,1,0,1
432,4,2015-07-30,13839,1726,1,1,0,1
433,4,2015-07-30,7092,734,1,1,0,1
434,4,2015-07-30,11115,715,1,1,0,0
435,4,2015-07-30,3405,378,1,1,0,1
436,4,2015-07-30,6333,648,1,1,0,1
437,4,2015-07-30,7596,726,1,1,0,1
438,4,2015-07-30,6078,561,1,1,0,1
439,4,2015-07-30,6905,790,1,1,0,1
440,4,2015-07-30,6681,626,1,1,0,1
441,4,2015-07-30,6399,673,1,1,0,1
442,4,2015-07-30,5809,518,1,1,0,1
443,4,2015-07-30,5920,518,1,1,0,1
444,4,2015-07-30,12129,1343,1,1,0,1
445,4,2015-07-30,9424,1309,1,1,0,1
446,4,2015-07-30,5561,598,1,1,0,1
447,4,2015-07-30,4704,510,1,1,0,1
448,4,2015-07-30,8584,691,1,1,0,1
449,4,2015-07-30,11944,1461,1,1,0,1
450,4,2015-07-30,13984,1455,1,1,0,1
451,4,2015-07-30,6385,486,1,1,0,1
452,4,2015-07-30,6254,538,1,1,0,1
453,4,2015-07-30,12678,1403,1,1,0,1
454,4,2015-07-30,7210,737,1,1,0,1
455,4,2015-07-30,9372,509,1,1,0,1
456,4,2015-07-30,7231,924,1,1,0,1
457,4,2015-07-30,6350,497,1,1,0,0
458,4,2015-07-30,7531,622,1,1,0,1
459,4,2015-07-30,10847,1173,1,1,0,1
460,4,2015-07-30,4472,411,1,1,0,1
461,4,2015-07-30,4882,478,1,1,0,1
462,4,2015-07-30,5259,647,1,1,0,1
463,4,2015-07-30,6068,876,1,1,0,1
464,4,2015-07-30,10953,1256,1,1,0,1
465,4,2015-07-30,9077,640,1,1,0,1
466,4,2015-07-30,8869,727,1,1,0,1
467,4,2015-07-30,14503,1586,1,1,0,1
468,4,2015-07-30,9458,912,1,1,0,1
469,4,2015-07-30,12844,1491,1,1,0,1
470,4,2015-07-30,12576,1607,1,1,0,1
471,4,2015-07-30,8119,646,1,1,0,0
472,4,2015-07-30,6281,659,1,1,0,1
473,4,2015-07-30,4171,503,1,1,0,1
474,4,2015-07-30,7921,728,1,1,0,1
475,4,2015-07-30,5814,865,1,1,0,1
476,4,2015-07-30,7205,688,1,1,0,1
477,4,2015-07-30,6766,448,1,1,0,0
478,4,2015-07-30,7985,694,1,1,0,1
479,4,2015-07-30,14465,1429,1,1,0,1
480,4,2015-07-30,4940,608,1,1,0,1
481,4,2015-07-30,6485,531,1,1,0,1
482,4,2015-07-30,9017,930,1,1,0,1
483,4,2015-07-30,7614,860,1,1,0,1
484,4,2015-07-30,8031,672,1,1,0,1
485,4,2015-07-30,6782,512,1,1,0,0
486,4,2015-07-30,5735,606,1,1,0,1
487,4,2015-07-30,9484,754,1,1,0,1
488,4,2015-07-30,2999,314,1,1,0,1
489,4,2015-07-30,10307,769,1,1,0,1
490,4,2015-07-30,8458,1061,1,1,0,0
491,4,2015-07-30,8141,623,1,1,0,1
492,4,2015-07-30,8929,1245,1,1,0,0
493,4,2015-07-30,10321,867,1,1,0,1
494,4,2015-07-30,9013,1095,1,1,0,1
495,4,2015-07-30,6671,441,1,1,0,1
496,4,2015-07-30,8172,736,1,1,0,1
497,4,2015-07-30,9264,1032,1,1,0,1
498,4,2015-07-30,6953,891,1,1,0,0
499,4,2015-07-30,6651,786,1,1,0,1
500,4,2015-07-30,7853,505,1,1,0,0
501,4,2015-07-30,6097,602,1,1,0,0
502,4,2015-07-30,12534,1522,1,1,0,1
503,4,2015-07-30,9715,608,1,1,0,1
504,4,2015-07-30,7075,878,1,1,0,1
505,4,2015-07-30,6546,663,1,1,0,1
506,4,2015-07-30,7922,836,1,1,0,1
507,4,2015-07-30,9704,694,1,1,0,1
508,4,2015-07-30,8006,700,1,1,0,1
509,4,2015-07-30,6975,533,1,1,0,1
510,4,2015-07-30,9186,818,1,1,0,1
511,4,2015-07-30,5440,732,1,1,0,1
512,4,2015-07-30,6606,1527,1,1,0,0
513,4,2015-07-30,17623,1896,1,1,0,1
514,4,2015-07-30,6981,674,1,1,0,0
515,4,2015-07-30,10131,740,1,1,0,1
516,4,2015-07-30,7996,862,1,1,0,1
517,4,2015-07-30,7802,732,1,1,0,1
518,4,2015-07-30,7440,545,1,1,0,0
519,4,2015-07-30,6309,607,1,1,0,1
520,4,2015-07-30,4281,412,1,1,0,1
521,4,2015-07-30,6260,462,1,1,0,1
522,4,2015-07-30,10430,741,1,1,0,0
523,4,2015-07-30,14171,1476,1,1,0,1
524,4,2015-07-30,10041,894,1,1,0,1
525,4,2015-07-30,9673,757,1,1,0,1
526,4,2015-07-30,13164,1550,1,1,0,1
527,4,2015-07-30,10469,897,1,1,0,1
528,4,2015-07-30,12792,981,1,1,0,1
529,4,2015-07-30,8731,762,1,1,0,1
530,4,2015-07-30,8020,1316,1,1,0,1
531,4,2015-07-30,5144,548,1,1,0,1
532,4,2015-07-30,11119,1217,1,1,0,1
533,4,2015-07-30,13128,1078,1,1,0,1
534,4,2015-07-30,9246,653,1,1,0,0
535,4,2015-07-30,9373,960,1,1,0,1
536,4,2015-07-30,10052,882,1,1,0,1
537,4,2015-07-30,8144,764,1,1,0,1
538,4,2015-07-30,3834,539,1,1,0,1
539,4,2015-07-30,13424,1205,1,1,0,0
540,4,2015-07-30,8241,531,1,1,0,0
541,4,2015-07-30,8756,918,1,1,0,1
542,4,2015-07-30,7236,601,1,1,0,0
543,4,2015-07-30,3309,273,1,1,0,1
544,4,2015-07-30,14988,1814,1,1,0,1
545,4,2015-07-30,12624,1024,1,1,0,1
546,4,2015-07-30,14553,1599,1,1,0,1
547,4,2015-07-30,8165,535,1,1,0,0
548,4,2015-07-30,4674,318,1,1,0,1
549,4,2015-07-30,4629,518,1,1,0,1
550,4,2015-07-30,5810,438,1,1,0,1
551,4,2015-07-30,6429,887,1,1,0,1
552,4,2015-07-30,9055,740,1,1,0,1
553,4,2015-07-30,8898,734,1,1,0,1
554,4,2015-07-30,5086,609,1,1,0,1
555,4,2015-07-30,5990,499,1,1,0,0
556,4,2015-07-30,7837,855,1,1,0,1
557,4,2015-07-30,4196,580,1,1,0,1
558,4,2015-07-30,3500,464,1,1,0,1
559,4,2015-07-30,7387,880,1,1,0,1
560,4,2015-07-30,14653,1615,1,1,0,1
561,4,2015-07-30,7535,682,1,1,0,1
562,4,2015-07-30,18577,2984,1,1,0,1
563,4,2015-07-30,4898,591,1,1,0,1
564,4,2015-07-30,6413,523,1,1,0,1
565,4,2015-07-30,6938,699,1,1,0,1
566,4,2015-07-30,5741,543,1,1,0,1
567,4,2015-07-30,5983,670,1,1,0,1
568,4,2015-07-30,6137,429,1,1,0,1
569,4,2015-07-30,4304,633,1,1,0,1
570,4,2015-07-30,3908,560,1,1,0,1
571,4,2015-07-30,8559,600,1,1,0,0
572,4,2015-07-30,7766,570,1,1,0,1
573,4,2015-07-30,4298,359,1,1,0,0
574,4,2015-07-30,11157,699,1,1,0,1
575,4,2015-07-30,7689,630,1,1,0,0
576,4,2015-07-30,6691,846,1,1,0,1
577,4,2015-07-30,4061,442,1,1,0,1
578,4,2015-07-30,12541,1172,1,1,0,1
579,4,2015-07-30,8129,850,1,1,0,1
580,4,2015-07-30,8995,1296,1,1,0,1
581,4,2015-07-30,5747,584,1,1,0,1
582,4,2015-07-30,7535,860,1,1,0,1
583,4,2015-07-30,4532,437,1,1,0,1
584,4,2015-07-30,5301,437,1,1,0,1
585,4,2015-07-30,5863,662,1,1,0,1
586,4,2015-07-30,16307,2279,1,1,0,1
587,4,2015-07-30,11542,759,1,1,0,0
588,4,2015-07-30,7724,683,1,1,0,1
589,4,2015-07-30,6148,570,1,1,0,1
590,4,2015-07-30,5654,390,1,1,0,1
591,4,2015-07-30,6750,515,1,1,0,1
592,4,2015-07-30,5259,634,1,1,0,1
593,4,2015-07-30,12571,1413,1,1,0,1
594,4,2015-07-30,4451,461,1,1,0,1
595,4,2015-07-30,14978,1597,1,1,0,1
596,4,2015-07-30,5136,741,1,1,0,1
597,4,2015-07-30,6221,828,1,1,0,1
598,4,2015-07-30,7030,754,1,1,0,0
599,4,2015-07-30,10234,814,1,1,0,1
600,4,2015-07-30,9309,658,1,1,0,1
601,4,2015-07-30,5249,394,1,1,0,1
602,4,2015-07-30,7007,627,1,1,0,1
603,4,2015-07-30,8713,1113,1,1,0,1
604,4,2015-07-30,7673,566,1,1,0,0
605,4,2015-07-30,9623,581,1,1,0,1
606,4,2015-07-30,5739,563,1,1,0,1
