service_id,client_id,staff_id,service_date,service_type_code,duration_minutes
L005364,K0098,S026,2025-06-06,AST,60
L005365,K0149,S013,2025-06-06,DOK,60
L005366,K0138,S010,2025-06-06,AST,180
L005367,K0051,S011,2025-06-06,BER,90
L005368,K0055,S006,2025-06-06,FAL,60
L005369,K0060,S018,2025-06-06,DOK,30
L005370,K0071,S001,2025-06-06,BEG,120
L005371,K0165,S012,2025-06-06,AST,30
L005372,K0061,S016,2025-06-06,SCH,30
L005373,K0157,S020,2025-06-06,GRP,60
L005374,K0009,S019,2025-06-06,BER,60
L005375,K0087,S015,2025-06-06,GRP,30
L005376,K0062,S016,2025-06-06,DOK,30
L005377,K0099,S010,2025-06-06,AST,60
L005378,K0039,S017,2025-06-06,AST,90
L005379,K0050,S032,2025-06-06,AST,180
L005380,K0020,S005,2025-06-06,SCH,60
L005381,K0060,S005,2025-06-06,AST,60
L005382,K0071,S006,2025-06-06,DOK,120
L005383,K0054,S027,2025-06-06,FAL,45
L005384,K0165,S004,2025-06-06,AST,30
L005385,K0140,S026,2025-06-06,AST,30
L005386,K0091,S007,2025-06-06,SCH,30
L005387,K0045,S005,2025-06-06,SCH,60
L005388,K0117,S015,2025-06-06,GRP,180
L005389,K0014,S034,2025-06-06,BEG,120
L005390,K0065,S004,2025-06-06,SCH,45
L005391,K0034,S030,2025-06-06,AST,60
L005392,K0021,S026,2025-06-06,SCH,60
L005393,K0160,S025,2025-06-06,AST,120
L005394,K0019,S027,2025-06-06,BEG,90
L005395,K0090,S032,2025-06-06,BEG,60
L005396,K0066,S017,2025-06-06,GRP,30
L005397,K0164,S019,2025-06-06,DOK,45
L005398,K0160,S006,2025-06-09,AST,60
L005399,K0141,S027,2025-06-09,SCH,180
L005400,K0149,S004,2025-06-09,AST,30
L005401,K0066,S012,2025-06-09,GRP,60
L005402,K0130,S029,2025-06-09,BEG,45
L005403,K0055,S004,2025-06-09,AST,90
L005404,K0025,S003,2025-06-09,SCH,120
L005405,K0135,S004,2025-06-09,BER,30
L005406,K0072,S018,2025-06-09,BEG,60
L005407,K0122,S010,2025-06-09,GRP,45
L005408,K0148,S005,2025-06-09,FAL,60
L005409,K0012,S027,2025-06-09,GRP,180
L005410,K0037,S016,2025-06-09,SCH,60
L005411,K0107,S020,2025-06-09,BEG,60
L005412,K0002,S018,2025-06-09,BEG,60
L005413,K0039,S031,2025-06-09,DOK,45
L005414,K0042,S017,2025-06-09,AST,45
L005415,K0160,S013,2025-06-09,DOK,30
L005416,K0086,S025,2025-06-09,AST,180
L005417,K0099,S008,2025-06-09,AST,120
L005418,K0113,S031,2025-06-09,AST,90
L005419,K0025,S016,2025-06-09,SCH,60
L005420,K0001,S008,2025-06-09,DOK,120
L005421,K0084,S001,2025-06-09,AST,60
L005422,K0066,S013,2025-06-09,AST,120
L005423,K0136,S012,2025-06-09,GRP,60
L005424,K0035,S010,2025-06-09,BEG,90
L005425,K0165,S034,2025-06-09,AST,180
L005426,K0107,S001,2025-06-09,AST,45
L005427,K0158,S001,2025-06-09,BER,60
L005428,K0157,S015,2025-06-09,DOK,90
L005429,K0176,S004,2025-06-09,DOK,90
L005430,K0171,S007,2025-06-09,AST,30
L005431,K0130,S004,2025-06-09,AST,120
L005432,K0057,S012,2025-06-09,FAL,60
L005433,K0028,S034,2025-06-09,AST,180
L005434,K0101,S016,2025-06-09,DOK,60
L005435,K0054,S003,2025-06-09,GRP,90
L005436,K0069,S013,2025-06-09,DOK,120
L005437,K0060,S002,2025-06-09,SCH,60
L005438,K0123,S022,2025-06-09,GRP,30
L005439,K0021,S006,2025-06-09,DOK,120
L005440,K0131,S015,2025-06-09,AST,60
L005441,K0007,S031,2025-06-09,SCH,120
L005442,K0020,S023,2025-06-09,DOK,60
L005443,K0149,S026,2025-06-09,SCH,60
L005444,K0059,S018,2025-06-09,GRP,45
L005445,K0045,S029,2025-06-09,AST,180
L005446,K0159,S001,2025-06-09,SCH,45
L005447,K0057,S001,2025-06-09,BEG,120
L005448,K0028,S013,2025-06-09,BEG,45
L005449,K0067,S013,2025-06-09,SCH,30
L005450,K0063,S014,2025-06-10,BEG,120
L005451,K0039,S016,2025-06-10,BER,45
L005452,K0149,S012,2025-06-10,AST,60
L005453,K0028,S013,2025-06-10,DOK,60
L005454,K0013,S011,2025-06-10,AST,60
L005455,K0021,S019,2025-06-10,AST,30
L005456,K0008,S016,2025-06-10,FAL,180
L005457,K0132,S027,2025-06-10,AST,30
L005458,K0009,S013,2025-06-10,SCH,30
L005459,K0126,S007,2025-06-10,AST,60
L005460,K0140,S022,2025-06-10,GRP,30
L005461,K0152,S023,2025-06-10,SCH,180
L005462,K0151,S031,2025-06-10,GRP,90
L005463,K0050,S027,2025-06-10,SCH,60
L005464,K0026,S027,2025-06-10,GRP,120
L005465,K0063,S024,2025-06-10,DOK,90
L005466,K0062,S018,2025-06-10,BEG,60
L005467,K0111,S013,2025-06-10,BEG,60
L005468,K0020,S010,2025-06-10,GRP,60
L005469,K0134,S025,2025-06-10,DOK,90
L005470,K0099,S023,2025-06-10,FAL,90
L005471,K0152,S022,2025-06-10,DOK,30
L005472,K0096,S031,2025-06-10,AST,45
L005473,K0157,S005,2025-06-10,BER,180
L005474,K0163,S024,2025-06-10,BER,90
L005475,K0018,S034,2025-06-10,SCH,60
L005476,K0176,S029,2025-06-10,AST,60
L005477,K0043,S004,2025-06-10,GRP,180
L005478,K0084,S006,2025-06-10,DOK,120
L005479,K0138,S010,2025-06-10,GRP,45
L005480,K0069,S018,2025-06-10,AST,60
L005481,K0138,S015,2025-06-10,BEG,30
L005482,K0032,S014,2025-06-10,AST,120
L005483,K0134,S026,2025-06-10,GRP,90
L005484,K0057,S025,2025-06-10,AST,60
L005485,K0004,S023,2025-06-10,GRP,60
L005486,K0087,S020,2025-06-10,GRP,120
L005487,K0109,S026,2025-06-10,SCH,60
L005488,K0032,S004,2025-06-10,GRP,90
L005489,K0090,S016,2025-06-10,DOK,90
L005490,K0132,S004,2025-06-10,BER,30
L005491,K0117,S001,2025-06-10,AST,45
L005492,K0144,S026,2025-06-10,SCH,120
L005493,K0076,S029,2025-06-10,AST,60
L005494,K0013,S011,2025-06-10,AST,90
L005495,K0134,S003,2025-06-10,GRP,90
L005496,K0130,S026,2025-06-11,BEG,30
L005497,K0117,S016,2025-06-11,FAL,30
L005498,K0003,S011,2025-06-11,GRP,60
L005499,K0132,S029,2025-06-11,BEG,45
L005500,K0098,S030,2025-06-11,AST,180
L005501,K0087,S005,2025-06-11,SCH,60
L005502,K0074,S030,2025-06-11,SCH,180
L005503,K0122,S004,2025-06-11,DOK,180
L005504,K0179,S017,2025-06-11,DOK,180
L005505,K0063,S013,2025-06-11,AST,45
L005506,K0157,S026,2025-06-11,AST,45
L005507,K0109,S031,2025-06-11,AST,45
L005508,K0154,S019,2025-06-11,AST,45
L005509,K0031,S002,2025-06-11,SCH,120
L005510,K0012,S001,2025-06-11,SCH,120
L005511,K0130,S022,2025-06-11,GRP,45
L005512,K0173,S027,2025-06-11,SCH,90
L005513,K0115,S003,2025-06-11,SCH,45
L005514,K0117,S017,2025-06-11,SCH,60
L005515,K0091,S005,2025-06-11,AST,180
L005516,K0002,S015,2025-06-11,FAL,180
L005517,K0156,S013,2025-06-11,AST,45
L005518,K0128,S007,2025-06-11,AST,120
L005519,K0053,S031,2025-06-11,AST,120
L005520,K0144,S015,2025-06-11,FAL,60
L005521,K0158,S012,2025-06-11,BEG,60
L005522,K0057,S026,2025-06-11,BEG,90
L005523,K0121,S023,2025-06-11,BEG,45
L005524,K0179,S030,2025-06-11,AST,45
L005525,K0090,S026,2025-06-11,SCH,60
L005526,K0055,S030,2025-06-11,GRP,180
L005527,K0156,S034,2025-06-11,SCH,60
L005528,K0112,S034,2025-06-11,DOK,180
L005529,K0137,S022,2025-06-11,DOK,45
L005530,K0116,S004,2025-06-11,GRP,120
L005531,K0105,S005,2025-06-11,AST,60
L005532,K0111,S029,2025-06-11,DOK,120
L005533,K0048,S034,2025-06-11,BEG,45
L005534,K0087,S026,2025-06-11,AST,120
L005535,K0019,S029,2025-06-11,DOK,180
L005536,K0141,S005,2025-06-11,BEG,30
L005537,K0115,S023,2025-06-11,AST,30
L005538,K0031,S005,2025-06-11,AST,90
L005539,K0145,S022,2025-06-11,SCH,120
L005540,K0017,S017,2025-06-11,BEG,90
L005541,K0137,S026,2025-06-11,AST,45
L005542,K0006,S024,2025-06-11,BER,30
L005543,K0031,S015,2025-06-11,DOK,60
L005544,K0031,S010,2025-06-11,AST,120
L005545,K0153,S014,2025-06-11,GRP,45
L005546,K0073,S008,2025-06-11,DOK,60
L005547,K0144,S014,2025-06-11,AST,180
L005548,K0025,S034,2025-06-11,DOK,120
L005549,K0028,S030,2025-06-11,DOK,60
L005550,K0094,S015,2025-06-12,BER,120
L005551,K0086,S023,2025-06-12,SCH,60
L005552,K0113,S015,2025-06-12,AST,30
L005553,K0120,S022,2025-06-12,AST,30
L005554,K0107,S008,2025-06-12,DOK,120
L005555,K0083,S017,2025-06-12,AST,60
L005556,K0118,S027,2025-06-12,BEG,120
L005557,K0131,S002,2025-06-12,DOK,180
L005558,K0116,S016,2025-06-12,SCH,90
L005559,K0001,S006,2025-06-12,GRP,30
L005560,K0134,S024,2025-06-12,AST,30
L005561,K0071,S015,2025-06-12,SCH,30
L005562,K0157,S027,2025-06-12,AST,45
L005563,K0178,S015,2025-06-12,SCH,180
L005564,K0003,S031,2025-06-12,DOK,45
L005565,K0107,S024,2025-06-12,BEG,30
L005566,K0114,S022,2025-06-12,DOK,60
L005567,K0025,S006,2025-06-12,BEG,60
L005568,K0134,S029,2025-06-12,AST,120
L005569,K0038,S007,2025-06-12,AST,60
L005570,K0112,S018,2025-06-12,DOK,45
L005571,K0123,S012,2025-06-12,DOK,120
L005572,K0068,S010,2025-06-12,GRP,60
L005573,K0018,S001,2025-06-12,GRP,60
L005574,K0059,S015,2025-06-12,SCH,180
L005575,K0165,S031,2025-06-12,AST,90
L005576,K0120,S022,2025-06-12,AST,60
L005577,K0057,S031,2025-06-12,SCH,60
L005578,K0012,S027,2025-06-12,SCH,45
L005579,K0074,S005,2025-06-12,BEG,30
L005580,K0061,S026,2025-06-12,BEG,30
L005581,K0122,S024,2025-06-12,AST,120
L005582,K0086,S007,2025-06-12,GRP,30
L005583,K0049,S013,2025-06-12,SCH,90
L005584,K0017,S020,2025-06-12,DOK,120
L005585,K0043,S026,2025-06-12,BER,60
L005586,K0017,S029,2025-06-12,SCH,30
L005587,K0072,S029,2025-06-12,GRP,180
L005588,K0072,S016,2025-06-12,AST,45
L005589,K0168,S025,2025-06-12,GRP,60
L005590,K0130,S014,2025-06-12,GRP,90
L005591,K0086,S006,2025-06-12,SCH,60
L005592,K0065,S030,2025-06-12,SCH,180
L005593,K0083,S014,2025-06-12,AST,90
L005594,K0179,S011,2025-06-12,AST,60
L005595,K0002,S019,2025-06-13,FAL,45
L005596,K0059,S014,2025-06-13,AST,30
L005597,K0092,S007,2025-06-13,BEG,60
L005598,K0063,S017,2025-06-13,BEG,60
L005599,K0115,S020,2025-06-13,SCH,90
L005600,K0012,S003,2025-06-13,FAL,180
L005601,K0018,S006,2025-06-13,SCH,90
L005602,K0142,S034,2025-06-13,AST,60
L005603,K0171,S027,2025-06-13,GRP,60
L005604,K0053,S026,2025-06-13,AST,90
L005605,K0003,S001,2025-06-13,SCH,120
L005606,K0081,S002,2025-06-13,SCH,60
L005607,K0025,S031,2025-06-13,SCH,30
L005608,K0081,S002,2025-06-13,SCH,90
L005609,K0157,S003,2025-06-13,AST,60
L005610,K0061,S025,2025-06-13,DOK,90
L005611,K0094,S018,2025-06-13,GRP,60
L005612,K0094,S010,2025-06-13,DOK,45
L005613,K0101,S003,2025-06-13,BEG,180
L005614,K0176,S023,2025-06-13,SCH,60
L005615,K0024,S030,2025-06-13,SCH,120
L005616,K0059,S001,2025-06-13,GRP,60
L005617,K0005,S006,2025-06-13,BEG,120
L005618,K0081,S020,2025-06-13,FAL,60
L005619,K0051,S016,2025-06-13,AST,60
L005620,K0140,S001,2025-06-13,AST,120
L005621,K0026,S006,2025-06-13,GRP,60
L005622,K0067,S013,2025-06-13,GRP,120
L005623,K0134,S004,2025-06-13,SCH,90
L005624,K0047,S016,2025-06-13,AST,45
L005625,K0073,S031,2025-06-13,AST,60
L005626,K0162,S026,2025-06-13,AST,60
L005627,K0030,S003,2025-06-13,GRP,45
L005628,K0147,S006,2025-06-13,DOK,30
L005629,K0010,S017,2025-06-13,SCH,60
L005630,K0071,S002,2025-06-13,AST,90
L005631,K0145,S006,2025-06-13,AST,180
L005632,K0044,S022,2025-06-16,FAL,90
L005633,K0131,S013,2025-06-16,SCH,90
L005634,K0034,S003,2025-06-16,DOK,90
L005635,K0071,S004,2025-06-16,SCH,90
L005636,K0128,S007,2025-06-16,AST,45
L005637,K0068,S031,2025-06-16,BER,90
L005638,K0127,S026,2025-06-16,BEG,180
L005639,K0120,S005,2025-06-16,SCH,180
L005640,K0004,S020,2025-06-16,GRP,30
L005641,K0138,S015,2025-06-16,BEG,90
L005642,K0039,S015,2025-06-16,AST,60
L005643,K0054,S024,2025-06-16,GRP,60
L005644,K0038,S022,2025-06-16,FAL,60
L005645,K0110,S026,2025-06-16,AST,180
L005646,K0157,S015,2025-06-16,DOK,60
L005647,K0066,S005,2025-06-16,BEG,60
L005648,K0075,S027,2025-06-16,GRP,60
L005649,K0122,S034,2025-06-16,AST,60
L005650,K0103,S031,2025-06-16,GRP,30
L005651,K0112,S004,2025-06-16,GRP,180
L005652,K0014,S026,2025-06-16,SCH,180
L005653,K0157,S003,2025-06-16,BER,90
L005654,K0042,S025,2025-06-16,BEG,180
L005655,K0040,S001,2025-06-16,AST,90
L005656,K0083,S016,2025-06-16,AST,180
L005657,K0086,S027,2025-06-16,BEG,180
L005658,K0153,S007,2025-06-16,AST,45
L005659,K0171,S025,2025-06-16,DOK,90
L005660,K0019,S020,2025-06-16,GRP,60
L005661,K0027,S025,2025-06-16,SCH,120
L005662,K0145,S010,2025-06-16,AST,30
L005663,K0093,S006,2025-06-16,GRP,30
L005664,K0059,S022,2025-06-16,AST,60
L005665,K0098,S004,2025-06-16,AST,60
L005666,K0048,S003,2025-06-16,BEG,90
L005667,K0019,S019,2025-06-16,AST,180
L005668,K0109,S015,2025-06-16,BEG,180
L005669,K0157,S034,2025-06-16,AST,60
L005670,K0132,S034,2025-06-16,SCH,180
L005671,K0054,S031,2025-06-16,DOK,60
L005672,K0160,S019,2025-06-16,FAL,180
L005673,K0012,S030,2025-06-16,SCH,90
L005674,K0171,S002,2025-06-16,FAL,60
L005675,K0123,S016,2025-06-16,BEG,90
L005676,K0071,S015,2025-06-16,BEG,45
L005677,K0039,S007,2025-06-16,AST,180
L005678,K0158,S004,2025-06-16,SCH,60
L005679,K0090,S024,2025-06-16,AST,60
L005680,K0179,S005,2025-06-16,BER,30
L005681,K0150,S003,2025-06-16,SCH,180
L005682,K0043,S017,2025-06-16,GRP,90
L005683,K0055,S016,2025-06-16,BEG,180
L005684,K0098,S003,2025-06-16,AST,45
L005685,K0039,S025,2025-06-16,AST,45
L005686,K0150,S003,2025-06-16,AST,45
L005687,K0037,S012,2025-06-17,AST,30
L005688,K0120,S003,2025-06-17,GRP,30
L005689,K0069,S019,2025-06-17,AST,180
L005690,K0049,S017,2025-06-17,AST,60
L005691,K0119,S007,2025-06-17,BER,30
L005692,K0165,S014,2025-06-17,FAL,45
L005693,K0110,S016,2025-06-17,DOK,45
L005694,K0059,S004,2025-06-17,BER,180
L005695,K0043,S022,2025-06-17,AST,180
L005696,K0006,S026,2025-06-17,AST,30
L005697,K0162,S001,2025-06-17,GRP,45
L005698,K0130,S027,2025-06-17,SCH,45
L005699,K0132,S030,2025-06-17,AST,30
L005700,K0158,S015,2025-06-17,GRP,60
L005701,K0095,S006,2025-06-17,AST,45
L005702,K0141,S003,2025-06-17,AST,60
L005703,K0036,S020,2025-06-17,GRP,45
L005704,K0076,S010,2025-06-17,GRP,60
L005705,K0008,S015,2025-06-17,BEG,60
L005706,K0086,S034,2025-06-17,BEG,30
L005707,K0107,S023,2025-06-17,AST,120
L005708,K0001,S015,2025-06-17,GRP,45
L005709,K0151,S012,2025-06-17,BEG,90
L005710,K0131,S017,2025-06-17,SCH,180
L005711,K0043,S023,2025-06-17,AST,60
L005712,K0054,S016,2025-06-17,AST,60
L005713,K0164,S022,2025-06-17,GRP,120
L005714,K0178,S022,2025-06-17,GRP,45
L005715,K0131,S008,2025-06-17,AST,180
L005716,K0140,S012,2025-06-17,SCH,60
L005717,K0068,S016,2025-06-17,FAL,60
L005718,K0109,S017,2025-06-17,AST,180
L005719,K0087,S016,2025-06-17,SCH,30
L005720,K0111,S003,2025-06-17,GRP,180
L005721,K0161,S014,2025-06-17,DOK,180
L005722,K0119,S002,2025-06-17,DOK,90
L005723,K0012,S003,2025-06-17,SCH,60
L005724,K0008,S020,2025-06-18,SCH,120
L005725,K0134,S025,2025-06-18,SCH,60
L005726,K0168,S010,2025-06-18,SCH,45
L005727,K0163,S015,2025-06-18,AST,30
L005728,K0157,S031,2025-06-18,AST,120
L005729,K0086,S013,2025-06-18,SCH,60
L005730,K0062,S010,2025-06-18,AST,45
L005731,K0161,S004,2025-06-18,AST,30
L005732,K0134,S023,2025-06-18,DOK,30
L005733,K0046,S006,2025-06-18,FAL,60
L005734,K0169,S012,2025-06-18,AST,120
L005735,K0028,S027,2025-06-18,DOK,180
L005736,K0107,S016,2025-06-18,BEG,60
L005737,K0111,S029,2025-06-18,DOK,180
L005738,K0114,S030,2025-06-18,AST,60
L005739,K0134,S017,2025-06-18,SCH,120
L005740,K0045,S017,2025-06-18,DOK,30
L005741,K0163,S008,2025-06-18,DOK,60
L005742,K0038,S017,2025-06-18,SCH,30
L005743,K0116,S023,2025-06-18,GRP,120
L005744,K0155,S034,2025-06-18,DOK,60
L005745,K0113,S018,2025-06-18,FAL,90
L005746,K0117,S001,2025-06-18,AST,60
L005747,K0121,S031,2025-06-18,SCH,90
L005748,K0116,S010,2025-06-18,DOK,30
L005749,K0127,S022,2025-06-18,BER,180
L005750,K0137,S031,2025-06-18,AST,120
L005751,K0069,S034,2025-06-18,GRP,120
L005752,K0146,S015,2025-06-18,AST,90
L005753,K0154,S015,2025-06-18,DOK,60
L005754,K0105,S022,2025-06-18,DOK,45
L005755,K0147,S029,2025-06-18,BEG,45
L005756,K0117,S017,2025-06-18,FAL,90
L005757,K0004,S006,2025-06-18,AST,60
L005758,K0059,S005,2025-06-18,SCH,120
L005759,K0142,S030,2025-06-18,AST,180
L005760,K0152,S005,2025-06-18,AST,60
L005761,K0073,S012,2025-06-18,DOK,45
L005762,K0105,S010,2025-06-18,FAL,90
L005763,K0099,S027,2025-06-18,BEG,180
L005764,K0138,S012,2025-06-18,SCH,30
L005765,K0004,S015,2025-06-18,SCH,60
L005766,K0094,S010,2025-06-18,GRP,90
L005767,K0092,S007,2025-06-18,FAL,180
L005768,K0150,S007,2025-06-19,GRP,180
L005769,K0120,S031,2025-06-19,AST,60
L005770,K0144,S023,2025-06-19,SCH,90
L005771,K0126,S031,2025-06-19,DOK,45
L005772,K0130,S023,2025-06-19,BER,60
L005773,K0158,S005,2025-06-19,DOK,120
L005774,K0073,S018,2025-06-19,AST,45
L005775,K0053,S010,2025-06-19,SCH,30
L005776,K0037,S004,2025-06-19,SCH,45
L005777,K0174,S019,2025-06-19,AST,30
L005778,K0003,S011,2025-06-19,DOK,180
L005779,K0096,S015,2025-06-19,BEG,45
L005780,K0136,S029,2025-06-19,BEG,45
L005781,K0109,S003,2025-06-19,GRP,60
L005782,K0165,S011,2025-06-19,GRP,120
L005783,K0126,S029,2025-06-19,SCH,120
L005784,K0083,S010,2025-06-19,SCH,180
L005785,K0176,S031,2025-06-19,GRP,30
L005786,K0112,S022,2025-06-19,AST,45
L005787,K0047,S001,2025-06-19,AST,60
L005788,K0073,S013,2025-06-19,SCH,90
L005789,K0095,S027,2025-06-19,GRP,45
L005790,K0145,S015,2025-06-19,GRP,90
L005791,K0037,S027,2025-06-19,DOK,120
L005792,K0110,S022,2025-06-19,BEG,60
L005793,K0042,S031,2025-06-19,BEG,120
L005794,K0129,S023,2025-06-19,AST,30
L005795,K0118,S034,2025-06-19,BER,45
L005796,K0146,S001,2025-06-19,GRP,120
L005797,K0151,S005,2025-06-19,BER,90
L005798,K0066,S025,2025-06-19,FAL,45
L005799,K0179,S004,2025-06-19,DOK,180
L005800,K0002,S010,2025-06-19,SCH,60
L005801,K0124,S002,2025-06-19,FAL,30
L005802,K0174,S017,2025-06-19,DOK,60
L005803,K0157,S012,2025-06-19,FAL,120
L005804,K0073,S013,2025-06-19,AST,180
L005805,K0140,S004,2025-06-19,AST,60
L005806,K0154,S022,2025-06-19,AST,180
L005807,K0135,S010,2025-06-19,AST,90
L005808,K0150,S006,2025-06-19,SCH,180
L005809,K0071,S030,2025-06-19,DOK,60
L005810,K0062,S024,2025-06-19,FAL,90
L005811,K0110,S018,2025-06-19,SCH,90
L005812,K0094,S004,2025-06-19,BER,120
L005813,K0062,S034,2025-06-19,AST,60
L005814,K0061,S011,2025-06-19,AST,120
L005815,K0035,S012,2025-06-20,BEG,90
L005816,K0013,S004,2025-06-20,AST,60
L005817,K0004,S029,2025-06-20,DOK,120
L005818,K0081,S016,2025-06-20,AST,60
L005819,K0025,S013,2025-06-20,FAL,45
L005820,K0034,S018,2025-06-20,AST,45
L005821,K0017,S031,2025-06-20,BEG,60
L005822,K0024,S025,2025-06-20,BEG,30
L005823,K0067,S001,2025-06-20,DOK,60
L005824,K0145,S023,2025-06-20,AST,90
L005825,K0030,S021,2025-06-20,DOK,60
L005826,K0010,S025,2025-06-20,AST,60
L005827,K0112,S014,2025-06-20,AST,30
L005828,K0131,S027,2025-06-20,DOK,45
L005829,K0073,S022,2025-06-20,AST,120
L005830,K0147,S007,2025-06-20,AST,60
L005831,K0096,S030,2025-06-20,BER,45
L005832,K0173,S016,2025-06-20,DOK,60
L005833,K0169,S026,2025-06-20,AST,90
L005834,K0039,S007,2025-06-20,SCH,45
L005835,K0174,S010,2025-06-20,GRP,120
L005836,K0134,S029,2025-06-20,SCH,60
L005837,K0051,S001,2025-06-20,AST,60
L005838,K0024,S005,2025-06-20,AST,60
L005839,K0098,S023,2025-06-20,SCH,60
L005840,K0085,S011,2025-06-20,DOK,120
L005841,K0127,S006,2025-06-20,GRP,90
L005842,K0061,S023,2025-06-20,AST,30
L005843,K0035,S013,2025-06-20,DOK,60
L005844,K0157,S023,2025-06-20,BER,30
L005845,K0003,S002,2025-06-20,BER,180
L005846,K0005,S004,2025-06-20,DOK,120
L005847,K0120,S029,2025-06-20,AST,120
L005848,K0132,S007,2025-06-20,BEG,120
L005849,K0051,S011,2025-06-20,GRP,60
L005850,K0109,S019,2025-06-20,BEG,60
L005851,K0128,S029,2025-06-20,AST,45
L005852,K0047,S006,2025-06-20,DOK,45
L005853,K0161,S010,2025-06-20,AST,45
L005854,K0081,S005,2025-06-20,AST,30
L005855,K0113,S001,2025-06-20,AST,120
L005856,K0134,S025,2025-06-20,AST,30
L005857,K0171,S010,2025-06-20,AST,60
L005858,K0114,S011,2025-06-20,AST,60
L005859,K0171,S020,2025-06-20,BEG,60
L005860,K0075,S024,2025-06-20,DOK,60
L005861,K0021,S006,2025-06-20,SCH,30
L005862,K0042,S019,2025-06-20,SCH,120
L005863,K0169,S016,2025-06-20,BEG,180
L005864,K0114,S010,2025-06-20,SCH,180
L005865,K0094,S025,2025-06-20,AST,180
L005866,K0146,S019,2025-06-20,GRP,60
L005867,K0106,S011,2025-06-20,BEG,180
L005868,K0090,S034,2025-06-20,AST,180
L005869,K0124,S012,2025-06-20,AST,60
L005870,K0095,S026,2025-06-20,BEG,60
L005871,K0136,S007,2025-06-20,AST,45
L005872,K0120,S016,2025-06-20,GRP,60
L005873,K0106,S001,2025-06-20,DOK,60
L005874,K0158,S002,2025-06-20,AST,30
L005875,K0103,S022,2025-06-23,SCH,45
L005876,K0022,S003,2025-06-23,AST,60
L005877,K0065,S019,2025-06-23,DOK,30
L005878,K0071,S007,2025-06-23,FAL,180
L005879,K0154,S007,2025-06-23,SCH,90
L005880,K0005,S017,2025-06-23,GRP,120
L005881,K0179,S031,2025-06-23,BER,120
L005882,K0121,S018,2025-06-23,BEG,180
L005883,K0119,S001,2025-06-23,SCH,30
L005884,K0091,S002,2025-06-23,AST,30
L005885,K0090,S031,2025-06-23,BEG,180
L005886,K0061,S016,2025-06-23,SCH,30
L005887,K0105,S006,2025-06-23,GRP,120
L005888,K0036,S030,2025-06-23,AST,60
L005889,K0036,S008,2025-06-23,AST,45
L005890,K0063,S008,2025-06-23,AST,30
L005891,K0111,S001,2025-06-23,GRP,60
L005892,K0042,S016,2025-06-23,AST,30
L005893,K0140,S007,2025-06-23,AST,120
L005894,K0156,S019,2025-06-23,SCH,60
L005895,K0173,S004,2025-06-23,AST,30
L005896,K0065,S021,2025-06-23,BER,60
L005897,K0123,S034,2025-06-23,SCH,30
L005898,K0048,S006,2025-06-23,BER,45
L005899,K0116,S030,2025-06-23,GRP,45
L005900,K0126,S006,2025-06-23,DOK,60
L005901,K0069,S010,2025-06-23,AST,90
L005902,K0074,S029,2025-06-23,AST,45
L005903,K0168,S027,2025-06-23,GRP,120
L005904,K0149,S022,2025-06-23,SCH,60
L005905,K0087,S011,2025-06-23,AST,60
L005906,K0109,S007,2025-06-23,AST,45
L005907,K0085,S014,2025-06-23,AST,45
L005908,K0031,S034,2025-06-23,DOK,45
L005909,K0067,S010,2025-06-23,FAL,120
L005910,K0140,S034,2025-06-23,FAL,60
L005911,K0099,S022,2025-06-23,AST,180
L005912,K0045,S018,2025-06-23,BEG,60
L005913,K0037,S001,2025-06-23,AST,120
L005914,K0043,S024,2025-06-23,BEG,60
L005915,K0169,S034,2025-06-23,AST,45
L005916,K0174,S020,2025-06-23,AST,120
L005917,K0103,S024,2025-06-23,AST,180
L005918,K0047,S025,2025-06-23,BEG,60
L005919,K0123,S030,2025-06-23,DOK,120
L005920,K0061,S027,2025-06-23,AST,60
L005921,K0061,S024,2025-06-23,AST,30
L005922,K0109,S015,2025-06-23,AST,60
L005923,K0043,S029,2025-06-23,SCH,45
L005924,K0109,S025,2025-06-23,AST,120
L005925,K0085,S016,2025-06-23,FAL,180
L005926,K0026,S014,2025-06-23,BEG,90
L005927,K0084,S027,2025-06-23,SCH,90
L005928,K0087,S002,2025-06-23,DOK,120
L005929,K0022,S031,2025-06-23,SCH,30
L005930,K0131,S027,2025-06-23,BEG,180
L005931,K0072,S015,2025-06-24,BEG,180
L005932,K0156,S022,2025-06-24,AST,60
L005933,K0068,S011,2025-06-24,SCH,60
L005934,K0013,S029,2025-06-24,GRP,45
L005935,K0002,S031,2025-06-24,DOK,120
L005936,K0127,S010,2025-06-24,BEG,45
L005937,K0144,S018,2025-06-24,BER,45
L005938,K0119,S015,2025-06-24,DOK,30
L005939,K0091,S015,2025-06-24,BEG,180
L005940,K0045,S001,2025-06-24,AST,180
L005941,K0068,S024,2025-06-24,SCH,45
L005942,K0115,S014,2025-06-24,AST,60
L005943,K0148,S034,2025-06-24,BER,90
L005944,K0158,S017,2025-06-24,SCH,60
L005945,K0062,S031,2025-06-24,AST,120
L005946,K0069,S024,2025-06-24,FAL,60
L005947,K0007,S034,2025-06-24,SCH,60
L005948,K0054,S017,2025-06-24,FAL,90
L005949,K0069,S006,2025-06-24,BEG,180
L005950,K0171,S007,2025-06-24,BEG,45
L005951,K0153,S014,2025-06-24,AST,90
L005952,K0167,S017,2025-06-24,GRP,60
L005953,K0176,S011,2025-06-24,DOK,60
L005954,K0127,S018,2025-06-24,SCH,60
